Item;TP;Num;Codigo;Tipo_Objeto;Texto;Pos_Xo;Pos_Yo;Pos_Xf;Pos_Yf;Radio;Color;Vertical;Negrilla;Centrar;Tipo_Letra;Tamaño;X;ID
^000^;^RC^;8;^005^;^TEXTO^;^Urdesa Central Calle Quinta No. 608 y Av. Las Monjas * Telefax: 042882561 *^;0.10000000000000001;1.2;9.0;16.5;0.0;^Negro^;0;0;1;^.^;0.0;^.^;1522
^000^;^RC^;8;^005^;^TEXTO^;^Urdesa Central Calle Quinta No. 608 y Av. Las Monjas * Telefax: 042882561 *^;0.10000000000000001;1.2;9.0;16.5;0.0;^Negro^;0;0;1;^.^;0.0;^.^;1523
^000^;^RC^;8;^005^;^TEXTO^;^Urdesa Central Calle Quinta No. 608 y Av. Las Monjas * Telefax: 042882561 *^;0.10000000000000001;1.2;9.0;16.5;0.0;^Negro^;0;0;1;^.^;0.0;^.^;1524
^000^;^RC^;8;^005^;^TEXTO^;^Urdesa Central Calle Quinta No. 608 y Av. Las Monjas * Telefax: 042882561 *^;0.10000000000000001;1.2;9.0;16.5;0.0;^Negro^;0;0;1;^.^;0.0;^.^;1525
^000^;^RC^;8;^005^;^TEXTO^;^Urdesa Central Calle Quinta No. 608 y Av. Las Monjas * Telefax: 042882561 *^;0.10000000000000001;1.2;9.0;16.5;0.0;^Negro^;0;0;1;^.^;0.0;^.^;1526
^000^;^RC^;8;^005^;^TEXTO^;^Urdesa Central Calle Quinta No. 608 y Av. Las Monjas * Telefax: 042882561 *^;0.10000000000000001;1.2;9.0;16.5;0.0;^Negro^;0;0;1;^.^;0.0;^.^;1527
^000^;^RC^;8;^005^;^TEXTO^;^Urdesa Central Calle Quinta No. 608 y Av. Las Monjas * Telefax: 042882561 *^;0.10000000000000001;1.2;9.0;16.5;0.0;^Negro^;0;0;1;^.^;0.0;^.^;1528
^000^;^RC^;8;^005^;^TEXTO^;^Urdesa Central Calle Quinta No. 608 y Av. Las Monjas * Telefax: 042882561 *^;0.10000000000000001;1.2;9.0;16.5;0.0;^Negro^;0;0;1;^.^;0.0;^.^;1529
^000^;^RC^;8;^005^;^TEXTO^;^Urdesa Central Calle Quinta No. 608 y Av. Las Monjas * Telefax: 042882561 *^;0.10000000000000001;1.2;9.0;16.5;0.0;^Negro^;0;0;1;^.^;0.0;^.^;1530
^000^;^RC^;8;^005^;^TEXTO^;^Urdesa Central Calle Quinta No. 608 y Av. Las Monjas * Telefax: 042882561 *^;0.10000000000000001;1.2;9.0;16.5;0.0;^Negro^;0;0;1;^.^;0.0;^.^;1531
^000^;^RC^;8;^005^;^TEXTO^;^Urdesa Central Calle Quinta No. 608 y Av. Las Monjas * Telefax: 042882561 *^;0.10000000000000001;1.2;9.0;16.5;0.0;^Negro^;0;0;1;^.^;0.0;^.^;1532
^000^;^RC^;8;^005^;^TEXTO^;^Urdesa Central Calle Quinta No. 608 y Av. Las Monjas * Telefax: 042882561 *^;0.10000000000000001;1.2;9.0;16.5;0.0;^Negro^;0;0;1;^.^;0.0;^.^;1533
^000^;^RC^;8;^005^;^TEXTO^;^Urdesa Central Calle Quinta No. 608 y Av. Las Monjas * Telefax: 042882561 *^;0.10000000000000001;1.2;9.0;16.5;0.0;^Negro^;0;0;1;^.^;0.0;^.^;1534
^000^;^RC^;8;^005^;^TEXTO^;^Urdesa Central Calle Quinta No. 608 y Av. Las Monjas * Telefax: 042882561 *^;0.10000000000000001;1.2;9.0;16.5;0.0;^Negro^;0;0;1;^.^;0.0;^.^;1535
^000^;^RC^;8;^005^;^TEXTO^;^Urdesa Central Calle Quinta No. 608 y Av. Las Monjas * Telefax: 042882561 *^;0.10000000000000001;1.2;9.0;16.5;0.0;^Negro^;0;0;1;^.^;0.0;^.^;1536
^000^;^RC^;8;^005^;^TEXTO^;^Urdesa Central Calle Quinta No. 608 y Av. Las Monjas * Telefax: 042882561 *^;0.10000000000000001;1.2;9.0;16.5;0.0;^Negro^;0;0;1;^.^;0.0;^.^;1537
^000^;^RC^;8;^005^;^TEXTO^;^Urdesa Central Calle Quinta No. 608 y Av. Las Monjas * Telefax: 042882561 *^;0.10000000000000001;1.2;9.0;16.5;0.0;^Negro^;0;0;1;^.^;0.0;^.^;1538
^000^;^RC^;8;^005^;^TEXTO^;^Urdesa Central Calle Quinta No. 608 y Av. Las Monjas * Telefax: 042882561 *^;0.10000000000000001;1.2;9.0;16.5;0.0;^Negro^;0;0;1;^.^;0.0;^.^;1539
^000^;^RC^;8;^005^;^TEXTO^;^Urdesa Central Calle Quinta No. 608 y Av. Las Monjas * Telefax: 042882561 *^;0.10000000000000001;1.2;9.0;16.5;0.0;^Negro^;0;0;1;^.^;0.0;^.^;1540
^000^;^RC^;8;^005^;^TEXTO^;^Urdesa Central Calle Quinta No. 608 y Av. Las Monjas * Telefax: 042882561 *^;0.10000000000000001;1.2;9.0;16.5;0.0;^Negro^;0;0;1;^.^;0.0;^.^;1541
^000^;^RC^;8;^005^;^TEXTO^;^Urdesa Central Calle Quinta No. 608 y Av. Las Monjas * Telefax: 042882561 *^;0.10000000000000001;1.2;9.0;16.5;0.0;^Negro^;0;0;1;^.^;0.0;^.^;1542
^000^;^RC^;8;^005^;^TEXTO^;^Urdesa Central Calle Quinta No. 608 y Av. Las Monjas * Telefax: 042882561 *^;0.10000000000000001;1.2;9.0;16.5;0.0;^Negro^;0;0;1;^.^;0.0;^.^;1543
^000^;^RC^;8;^005^;^TEXTO^;^Urdesa Central Calle Quinta No. 608 y Av. Las Monjas * Telefax: 042882561 *^;0.10000000000000001;1.2;9.0;16.5;0.0;^Negro^;0;0;1;^.^;0.0;^.^;1544
^000^;^RC^;8;^005^;^TEXTO^;^Urdesa Central Calle Quinta No. 608 y Av. Las Monjas * Telefax: 042882561 *^;0.10000000000000001;1.2;9.0;16.5;0.0;^Negro^;0;0;1;^.^;0.0;^.^;1545
^000^;^RC^;8;^005^;^TEXTO^;^Urdesa Central Calle Quinta No. 608 y Av. Las Monjas * Telefax: 042882561 *^;0.10000000000000001;1.2;9.0;16.5;0.0;^Negro^;0;0;1;^.^;0.0;^.^;1546
^000^;^RC^;8;^005^;^TEXTO^;^Urdesa Central Calle Quinta No. 608 y Av. Las Monjas * Telefax: 042882561 *^;0.10000000000000001;1.2;9.0;16.5;0.0;^Negro^;0;0;1;^.^;0.0;^.^;1547
^000^;^RC^;8;^005^;^TEXTO^;^Urdesa Central Calle Quinta No. 608 y Av. Las Monjas * Telefax: 042882561 *^;0.10000000000000001;1.2;9.0;16.5;0.0;^Negro^;0;0;1;^.^;0.0;^.^;1548
^000^;^RC^;8;^005^;^TEXTO^;^Urdesa Central Calle Quinta No. 608 y Av. Las Monjas * Telefax: 042882561 *^;0.10000000000000001;1.2;9.0;16.5;0.0;^Negro^;0;0;1;^.^;0.0;^.^;1549
^000^;^RC^;8;^005^;^TEXTO^;^Urdesa Central Calle Quinta No. 608 y Av. Las Monjas * Telefax: 042882561 *^;0.10000000000000001;1.2;9.0;16.5;0.0;^Negro^;0;0;1;^.^;0.0;^.^;1550
^000^;^RC^;8;^005^;^TEXTO^;^Urdesa Central Calle Quinta No. 608 y Av. Las Monjas * Telefax: 042882561 *^;0.10000000000000001;1.2;9.0;16.5;0.0;^Negro^;0;0;1;^.^;0.0;^.^;1551
^000^;^RC^;8;^005^;^TEXTO^;^Urdesa Central Calle Quinta No. 608 y Av. Las Monjas * Telefax: 042882561 *^;0.10000000000000001;1.2;9.0;16.5;0.0;^Negro^;0;0;1;^.^;0.0;^.^;1552
^000^;^RC^;8;^005^;^TEXTO^;^Urdesa Central Calle Quinta No. 608 y Av. Las Monjas * Telefax: 042882561 *^;0.10000000000000001;1.2;9.0;16.5;0.0;^Negro^;0;0;1;^.^;0.0;^.^;1553
^000^;^RC^;8;^005^;^TEXTO^;^Urdesa Central Calle Quinta No. 608 y Av. Las Monjas * Telefax: 042882561 *^;0.10000000000000001;1.2;9.0;16.5;0.0;^Negro^;0;0;1;^.^;0.0;^.^;1554
^000^;^RC^;8;^005^;^TEXTO^;^Urdesa Central Calle Quinta No. 608 y Av. Las Monjas * Telefax: 042882561 *^;0.10000000000000001;1.2;9.0;16.5;0.0;^Negro^;0;0;1;^.^;0.0;^.^;1555
^000^;^RC^;8;^005^;^TEXTO^;^Urdesa Central Calle Quinta No. 608 y Av. Las Monjas * Telefax: 042882561 *^;0.10000000000000001;1.2;9.0;16.5;0.0;^Negro^;0;0;1;^.^;0.0;^.^;1556
^000^;^RC^;8;^005^;^TEXTO^;^Urdesa Central Calle Quinta No. 608 y Av. Las Monjas * Telefax: 042882561 *^;0.10000000000000001;1.2;9.0;16.5;0.0;^Negro^;0;0;1;^.^;0.0;^.^;1557
^000^;^RC^;8;^005^;^TEXTO^;^Urdesa Central Calle Quinta No. 608 y Av. Las Monjas * Telefax: 042882561 *^;0.10000000000000001;1.2;9.0;16.5;0.0;^Negro^;0;0;1;^.^;0.0;^.^;1558
^000^;^RC^;8;^005^;^TEXTO^;^Urdesa Central Calle Quinta No. 608 y Av. Las Monjas * Telefax: 042882561 *^;0.10000000000000001;1.2;9.0;16.5;0.0;^Negro^;0;0;1;^.^;0.0;^.^;1559
^000^;^RC^;8;^005^;^TEXTO^;^Urdesa Central Calle Quinta No. 608 y Av. Las Monjas * Telefax: 042882561 *^;0.10000000000000001;1.2;9.0;16.5;0.0;^Negro^;0;0;1;^.^;0.0;^.^;1560
^000^;^RC^;8;^005^;^TEXTO^;^Urdesa Central Calle Quinta No. 608 y Av. Las Monjas * Telefax: 042882561 *^;0.10000000000000001;1.2;9.0;16.5;0.0;^Negro^;0;0;1;^.^;0.0;^.^;1561
^000^;^RC^;8;^005^;^TEXTO^;^Urdesa Central Calle Quinta No. 608 y Av. Las Monjas * Telefax: 042882561 *^;0.10000000000000001;1.2;9.0;16.5;0.0;^Negro^;0;0;1;^.^;0.0;^.^;1562
^000^;^RC^;8;^005^;^TEXTO^;^Urdesa Central Calle Quinta No. 608 y Av. Las Monjas * Telefax: 042882561 *^;0.10000000000000001;1.2;9.0;16.5;0.0;^Negro^;0;0;1;^.^;0.0;^.^;1563
^000^;^RC^;8;^005^;^TEXTO^;^Urdesa Central Calle Quinta No. 608 y Av. Las Monjas * Telefax: 042882561 *^;0.10000000000000001;1.2;9.0;16.5;0.0;^Negro^;0;0;1;^.^;0.0;^.^;1564
^000^;^RC^;8;^005^;^TEXTO^;^Urdesa Central Calle Quinta No. 608 y Av. Las Monjas * Telefax: 042882561 *^;0.10000000000000001;1.2;9.0;16.5;0.0;^Negro^;0;0;1;^.^;0.0;^.^;1565
^000^;^RC^;8;^005^;^TEXTO^;^Urdesa Central Calle Quinta No. 608 y Av. Las Monjas * Telefax: 042882561 *^;0.10000000000000001;1.2;9.0;16.5;0.0;^Negro^;0;0;1;^.^;0.0;^.^;1566
^000^;^RC^;8;^005^;^TEXTO^;^Urdesa Central Calle Quinta No. 608 y Av. Las Monjas * Telefax: 042882561 *^;0.10000000000000001;1.2;9.0;16.5;0.0;^Negro^;0;0;1;^.^;0.0;^.^;1567
^000^;^RC^;8;^005^;^TEXTO^;^Urdesa Central Calle Quinta No. 608 y Av. Las Monjas * Telefax: 042882561 *^;0.10000000000000001;1.2;9.0;16.5;0.0;^Negro^;0;0;1;^.^;0.0;^.^;1568
^000^;^RC^;8;^005^;^TEXTO^;^Urdesa Central Calle Quinta No. 608 y Av. Las Monjas * Telefax: 042882561 *^;0.10000000000000001;1.2;9.0;16.5;0.0;^Negro^;0;0;1;^.^;0.0;^.^;1569
^000^;^RC^;8;^005^;^TEXTO^;^Urdesa Central Calle Quinta No. 608 y Av. Las Monjas * Telefax: 042882561 *^;0.10000000000000001;1.2;9.0;16.5;0.0;^Negro^;0;0;1;^.^;0.0;^.^;1570
^000^;^RC^;8;^005^;^TEXTO^;^Urdesa Central Calle Quinta No. 608 y Av. Las Monjas * Telefax: 042882561 *^;0.10000000000000001;1.2;9.0;16.5;0.0;^Negro^;0;0;1;^.^;0.0;^.^;1571
^000^;^RC^;8;^005^;^TEXTO^;^Urdesa Central Calle Quinta No. 608 y Av. Las Monjas * Telefax: 042882561 *^;0.10000000000000001;1.2;9.0;16.5;0.0;^Negro^;0;0;1;^.^;0.0;^.^;1572
^000^;^RC^;8;^005^;^TEXTO^;^Urdesa Central Calle Quinta No. 608 y Av. Las Monjas * Telefax: 042882561 *^;0.10000000000000001;1.2;9.0;16.5;0.0;^Negro^;0;0;1;^.^;0.0;^.^;1573
^000^;^RC^;8;^005^;^TEXTO^;^Urdesa Central Calle Quinta No. 608 y Av. Las Monjas * Telefax: 042882561 *^;0.10000000000000001;1.2;9.0;16.5;0.0;^Negro^;0;0;1;^.^;0.0;^.^;1574
^000^;^RC^;8;^005^;^TEXTO^;^Urdesa Central Calle Quinta No. 608 y Av. Las Monjas * Telefax: 042882561 *^;0.10000000000000001;1.2;9.0;16.5;0.0;^Negro^;0;0;1;^.^;0.0;^.^;1575
^000^;^RC^;8;^005^;^TEXTO^;^Urdesa Central Calle Quinta No. 608 y Av. Las Monjas * Telefax: 042882561 *^;0.10000000000000001;1.2;9.0;16.5;0.0;^Negro^;0;0;1;^.^;0.0;^.^;1576
^000^;^RC^;8;^005^;^TEXTO^;^Urdesa Central Calle Quinta No. 608 y Av. Las Monjas * Telefax: 042882561 *^;0.10000000000000001;1.2;9.0;16.5;0.0;^Negro^;0;0;1;^.^;0.0;^.^;1577
^000^;^RC^;8;^005^;^TEXTO^;^Urdesa Central Calle Quinta No. 608 y Av. Las Monjas * Telefax: 042882561 *^;0.10000000000000001;1.2;9.0;16.5;0.0;^Negro^;0;0;1;^.^;0.0;^.^;1578
^000^;^RC^;8;^005^;^TEXTO^;^Urdesa Central Calle Quinta No. 608 y Av. Las Monjas * Telefax: 042882561 *^;0.10000000000000001;1.2;9.0;16.5;0.0;^Negro^;0;0;1;^.^;0.0;^.^;1579
^000^;^RC^;8;^005^;^TEXTO^;^Urdesa Central Calle Quinta No. 608 y Av. Las Monjas * Telefax: 042882561 *^;0.10000000000000001;1.2;9.0;16.5;0.0;^Negro^;0;0;1;^.^;0.0;^.^;1580
^000^;^RC^;8;^005^;^TEXTO^;^Urdesa Central Calle Quinta No. 608 y Av. Las Monjas * Telefax: 042882561 *^;0.10000000000000001;1.2;9.0;16.5;0.0;^Negro^;0;0;1;^.^;0.0;^.^;1581
^000^;^RC^;8;^005^;^TEXTO^;^Urdesa Central Calle Quinta No. 608 y Av. Las Monjas * Telefax: 042882561 *^;0.10000000000000001;1.2;9.0;16.5;0.0;^Negro^;0;0;1;^.^;0.0;^.^;1582
^000^;^RC^;8;^005^;^TEXTO^;^Urdesa Central Calle Quinta No. 608 y Av. Las Monjas * Telefax: 042882561 *^;0.10000000000000001;1.2;9.0;16.5;0.0;^Negro^;0;0;1;^.^;0.0;^.^;1583
^000^;^RC^;8;^005^;^TEXTO^;^Urdesa Central Calle Quinta No. 608 y Av. Las Monjas * Telefax: 042882561 *^;0.10000000000000001;1.2;9.0;16.5;0.0;^Negro^;0;0;1;^.^;0.0;^.^;1584
^000^;^RC^;8;^005^;^TEXTO^;^Urdesa Central Calle Quinta No. 608 y Av. Las Monjas * Telefax: 042882561 *^;0.10000000000000001;1.2;9.0;16.5;0.0;^Negro^;0;0;1;^.^;0.0;^.^;1585
^000^;^RC^;8;^005^;^TEXTO^;^Urdesa Central Calle Quinta No. 608 y Av. Las Monjas * Telefax: 042882561 *^;0.10000000000000001;1.2;9.0;16.5;0.0;^Negro^;0;0;1;^.^;0.0;^.^;1586
^000^;^RC^;8;^005^;^TEXTO^;^Urdesa Central Calle Quinta No. 608 y Av. Las Monjas * Telefax: 042882561 *^;0.10000000000000001;1.2;9.0;16.5;0.0;^Negro^;0;0;1;^.^;0.0;^.^;1587
^000^;^RC^;8;^005^;^TEXTO^;^Urdesa Central Calle Quinta No. 608 y Av. Las Monjas * Telefax: 042882561 *^;0.10000000000000001;1.2;9.0;16.5;0.0;^Negro^;0;0;1;^.^;0.0;^.^;1588
^000^;^RC^;8;^005^;^TEXTO^;^Urdesa Central Calle Quinta No. 608 y Av. Las Monjas * Telefax: 042882561 *^;0.10000000000000001;1.2;9.0;16.5;0.0;^Negro^;0;0;1;^.^;0.0;^.^;1589
^000^;^RC^;8;^005^;^TEXTO^;^Urdesa Central Calle Quinta No. 608 y Av. Las Monjas * Telefax: 042882561 *^;0.10000000000000001;1.2;9.0;16.5;0.0;^Negro^;0;0;1;^.^;0.0;^.^;1590
^000^;^RC^;8;^005^;^TEXTO^;^Urdesa Central Calle Quinta No. 608 y Av. Las Monjas * Telefax: 042882561 *^;0.10000000000000001;1.2;9.0;16.5;0.0;^Negro^;0;0;1;^.^;0.0;^.^;1591
^000^;^RC^;8;^005^;^TEXTO^;^Urdesa Central Calle Quinta No. 608 y Av. Las Monjas * Telefax: 042882561 *^;0.10000000000000001;1.2;9.0;16.5;0.0;^Negro^;0;0;1;^.^;0.0;^.^;1592
^000^;^RC^;8;^005^;^TEXTO^;^Urdesa Central Calle Quinta No. 608 y Av. Las Monjas * Telefax: 042882561 *^;0.10000000000000001;1.2;9.0;16.5;0.0;^Negro^;0;0;1;^.^;0.0;^.^;1593
^000^;^RC^;8;^005^;^TEXTO^;^Urdesa Central Calle Quinta No. 608 y Av. Las Monjas * Telefax: 042882561 *^;0.10000000000000001;1.2;9.0;16.5;0.0;^Negro^;0;0;1;^.^;0.0;^.^;1594
^000^;^RC^;8;^005^;^TEXTO^;^Urdesa Central Calle Quinta No. 608 y Av. Las Monjas * Telefax: 042882561 *^;0.10000000000000001;1.2;9.0;16.5;0.0;^Negro^;0;0;1;^.^;0.0;^.^;1595
^000^;^RC^;8;^005^;^TEXTO^;^Urdesa Central Calle Quinta No. 608 y Av. Las Monjas * Telefax: 042882561 *^;0.10000000000000001;1.2;9.0;16.5;0.0;^Negro^;0;0;1;^.^;0.0;^.^;1596
^000^;^RC^;8;^005^;^TEXTO^;^Urdesa Central Calle Quinta No. 608 y Av. Las Monjas * Telefax: 042882561 *^;0.10000000000000001;1.2;9.0;16.5;0.0;^Negro^;0;0;1;^.^;0.0;^.^;1597
^000^;^RC^;8;^005^;^TEXTO^;^Urdesa Central Calle Quinta No. 608 y Av. Las Monjas * Telefax: 042882561 *^;0.10000000000000001;1.2;9.0;16.5;0.0;^Negro^;0;0;1;^.^;0.0;^.^;1598
^000^;^RC^;8;^005^;^TEXTO^;^Urdesa Central Calle Quinta No. 608 y Av. Las Monjas * Telefax: 042882561 *^;0.10000000000000001;1.2;9.0;16.5;0.0;^Negro^;0;0;1;^.^;0.0;^.^;1599
^000^;^RC^;8;^005^;^TEXTO^;^Urdesa Central Calle Quinta No. 608 y Av. Las Monjas * Telefax: 042882561 *^;0.10000000000000001;1.2;9.0;16.5;0.0;^Negro^;0;0;1;^.^;0.0;^.^;1600
^000^;^RC^;8;^005^;^TEXTO^;^Urdesa Central Calle Quinta No. 608 y Av. Las Monjas * Telefax: 042882561 *^;0.10000000000000001;1.2;9.0;16.5;0.0;^Negro^;0;0;1;^.^;0.0;^.^;1601
^000^;^RC^;8;^005^;^TEXTO^;^Urdesa Central Calle Quinta No. 608 y Av. Las Monjas * Telefax: 042882561 *^;0.10000000000000001;1.2;9.0;16.5;0.0;^Negro^;0;0;1;^.^;0.0;^.^;1602
^000^;^RC^;8;^005^;^TEXTO^;^Urdesa Central Calle Quinta No. 608 y Av. Las Monjas * Telefax: 042882561 *^;0.10000000000000001;1.2;9.0;16.5;0.0;^Negro^;0;0;1;^.^;0.0;^.^;1603
^000^;^RC^;8;^005^;^TEXTO^;^Urdesa Central Calle Quinta No. 608 y Av. Las Monjas * Telefax: 042882561 *^;0.10000000000000001;1.2;9.0;16.5;0.0;^Negro^;0;0;1;^.^;0.0;^.^;1604
^000^;^RC^;8;^005^;^TEXTO^;^Urdesa Central Calle Quinta No. 608 y Av. Las Monjas * Telefax: 042882561 *^;0.10000000000000001;1.2;9.0;16.5;0.0;^Negro^;0;0;1;^.^;0.0;^.^;1605
^000^;^RC^;8;^005^;^TEXTO^;^Urdesa Central Calle Quinta No. 608 y Av. Las Monjas * Telefax: 042882561 *^;0.10000000000000001;1.2;9.0;16.5;0.0;^Negro^;0;0;1;^.^;0.0;^.^;1606
^000^;^RC^;8;^005^;^TEXTO^;^Urdesa Central Calle Quinta No. 608 y Av. Las Monjas * Telefax: 042882561 *^;0.10000000000000001;1.2;9.0;16.5;0.0;^Negro^;0;0;1;^.^;0.0;^.^;1607
^000^;^RC^;8;^005^;^TEXTO^;^Urdesa Central Calle Quinta No. 608 y Av. Las Monjas * Telefax: 042882561 *^;0.10000000000000001;1.2;9.0;16.5;0.0;^Negro^;0;0;1;^.^;0.0;^.^;1608
^000^;^RC^;8;^005^;^TEXTO^;^Urdesa Central Calle Quinta No. 608 y Av. Las Monjas * Telefax: 042882561 *^;0.10000000000000001;1.2;9.0;16.5;0.0;^Negro^;0;0;1;^.^;0.0;^.^;1609
^000^;^RC^;8;^005^;^TEXTO^;^Urdesa Central Calle Quinta No. 608 y Av. Las Monjas * Telefax: 042882561 *^;0.10000000000000001;1.2;9.0;16.5;0.0;^Negro^;0;0;1;^.^;0.0;^.^;1610
^000^;^RC^;8;^005^;^TEXTO^;^Urdesa Central Calle Quinta No. 608 y Av. Las Monjas * Telefax: 042882561 *^;0.10000000000000001;1.2;9.0;16.5;0.0;^Negro^;0;0;1;^.^;0.0;^.^;1611
^000^;^RC^;8;^005^;^TEXTO^;^Urdesa Central Calle Quinta No. 608 y Av. Las Monjas * Telefax: 042882561 *^;0.10000000000000001;1.2;9.0;16.5;0.0;^Negro^;0;0;1;^.^;0.0;^.^;1612
^000^;^RC^;8;^005^;^TEXTO^;^Urdesa Central Calle Quinta No. 608 y Av. Las Monjas * Telefax: 042882561 *^;0.10000000000000001;1.2;9.0;16.5;0.0;^Negro^;0;0;1;^.^;0.0;^.^;1613
^000^;^RC^;8;^005^;^TEXTO^;^Urdesa Central Calle Quinta No. 608 y Av. Las Monjas * Telefax: 042882561 *^;0.10000000000000001;1.2;9.0;16.5;0.0;^Negro^;0;0;1;^.^;0.0;^.^;1614
^000^;^RC^;8;^005^;^TEXTO^;^Urdesa Central Calle Quinta No. 608 y Av. Las Monjas * Telefax: 042882561 *^;0.10000000000000001;1.2;9.0;16.5;0.0;^Negro^;0;0;1;^.^;0.0;^.^;1615
^000^;^RC^;8;^005^;^TEXTO^;^Urdesa Central Calle Quinta No. 608 y Av. Las Monjas * Telefax: 042882561 *^;0.10000000000000001;1.2;9.0;16.5;0.0;^Negro^;0;0;1;^.^;0.0;^.^;1616
^000^;^RC^;8;^005^;^TEXTO^;^Urdesa Central Calle Quinta No. 608 y Av. Las Monjas * Telefax: 042882561 *^;0.10000000000000001;1.2;9.0;16.5;0.0;^Negro^;0;0;1;^.^;0.0;^.^;1617
^000^;^RC^;8;^005^;^TEXTO^;^Urdesa Central Calle Quinta No. 608 y Av. Las Monjas * Telefax: 042882561 *^;0.10000000000000001;1.2;9.0;16.5;0.0;^Negro^;0;0;1;^.^;0.0;^.^;1618
^000^;^RC^;8;^005^;^TEXTO^;^Urdesa Central Calle Quinta No. 608 y Av. Las Monjas * Telefax: 042882561 *^;0.10000000000000001;1.2;9.0;16.5;0.0;^Negro^;0;0;1;^.^;0.0;^.^;1619
^000^;^RC^;8;^005^;^TEXTO^;^Urdesa Central Calle Quinta No. 608 y Av. Las Monjas * Telefax: 042882561 *^;0.10000000000000001;1.2;9.0;16.5;0.0;^Negro^;0;0;1;^.^;0.0;^.^;1620
^000^;^RC^;8;^005^;^TEXTO^;^Urdesa Central Calle Quinta No. 608 y Av. Las Monjas * Telefax: 042882561 *^;0.10000000000000001;1.2;9.0;16.5;0.0;^Negro^;0;0;1;^.^;0.0;^.^;1621
^000^;^RC^;8;^005^;^TEXTO^;^Urdesa Central Calle Quinta No. 608 y Av. Las Monjas * Telefax: 042882561 *^;0.10000000000000001;1.2;9.0;16.5;0.0;^Negro^;0;0;1;^.^;0.0;^.^;1622
^000^;^RC^;8;^005^;^TEXTO^;^Urdesa Central Calle Quinta No. 608 y Av. Las Monjas * Telefax: 042882561 *^;0.10000000000000001;1.2;9.0;16.5;0.0;^Negro^;0;0;1;^.^;0.0;^.^;1623
^000^;^RC^;8;^005^;^TEXTO^;^Urdesa Central Calle Quinta No. 608 y Av. Las Monjas * Telefax: 042882561 *^;0.10000000000000001;1.2;9.0;16.5;0.0;^Negro^;0;0;1;^.^;0.0;^.^;1624
^000^;^RC^;8;^005^;^TEXTO^;^Urdesa Central Calle Quinta No. 608 y Av. Las Monjas * Telefax: 042882561 *^;0.10000000000000001;1.2;9.0;16.5;0.0;^Negro^;0;0;1;^.^;0.0;^.^;1625
^000^;^RC^;8;^005^;^TEXTO^;^Urdesa Central Calle Quinta No. 608 y Av. Las Monjas * Telefax: 042882561 *^;0.10000000000000001;1.2;9.0;16.5;0.0;^Negro^;0;0;1;^.^;0.0;^.^;1626
^000^;^RC^;8;^005^;^TEXTO^;^Urdesa Central Calle Quinta No. 608 y Av. Las Monjas * Telefax: 042882561 *^;0.10000000000000001;1.2;9.0;16.5;0.0;^Negro^;0;0;1;^.^;0.0;^.^;1627
^000^;^RC^;8;^005^;^TEXTO^;^Urdesa Central Calle Quinta No. 608 y Av. Las Monjas * Telefax: 042882561 *^;0.10000000000000001;1.2;9.0;16.5;0.0;^Negro^;0;0;1;^.^;0.0;^.^;1628
^000^;^RC^;8;^005^;^TEXTO^;^Urdesa Central Calle Quinta No. 608 y Av. Las Monjas * Telefax: 042882561 *^;0.10000000000000001;1.2;9.0;16.5;0.0;^Negro^;0;0;1;^.^;0.0;^.^;1629
^000^;^RC^;8;^005^;^TEXTO^;^Urdesa Central Calle Quinta No. 608 y Av. Las Monjas * Telefax: 042882561 *^;0.10000000000000001;1.2;9.0;16.5;0.0;^Negro^;0;0;1;^.^;0.0;^.^;1630
^000^;^RC^;8;^005^;^TEXTO^;^Urdesa Central Calle Quinta No. 608 y Av. Las Monjas * Telefax: 042882561 *^;0.10000000000000001;1.2;9.0;16.5;0.0;^Negro^;0;0;1;^.^;0.0;^.^;1631
^000^;^RC^;8;^005^;^TEXTO^;^Urdesa Central Calle Quinta No. 608 y Av. Las Monjas * Telefax: 042882561 *^;0.10000000000000001;1.2;9.0;16.5;0.0;^Negro^;0;0;1;^.^;0.0;^.^;1632
^000^;^RC^;8;^005^;^TEXTO^;^Urdesa Central Calle Quinta No. 608 y Av. Las Monjas * Telefax: 042882561 *^;0.10000000000000001;1.2;9.0;16.5;0.0;^Negro^;0;0;1;^.^;0.0;^.^;1633
^000^;^RC^;8;^005^;^TEXTO^;^Urdesa Central Calle Quinta No. 608 y Av. Las Monjas * Telefax: 042882561 *^;0.10000000000000001;1.2;9.0;16.5;0.0;^Negro^;0;0;1;^.^;0.0;^.^;1634
^000^;^RC^;8;^005^;^TEXTO^;^Urdesa Central Calle Quinta No. 608 y Av. Las Monjas * Telefax: 042882561 *^;0.10000000000000001;1.2;9.0;16.5;0.0;^Negro^;0;0;1;^.^;0.0;^.^;1635
^000^;^RC^;8;^005^;^TEXTO^;^Urdesa Central Calle Quinta No. 608 y Av. Las Monjas * Telefax: 042882561 *^;0.10000000000000001;1.2;9.0;16.5;0.0;^Negro^;0;0;1;^.^;0.0;^.^;1636
^000^;^RC^;8;^005^;^TEXTO^;^Urdesa Central Calle Quinta No. 608 y Av. Las Monjas * Telefax: 042882561 *^;0.10000000000000001;1.2;9.0;16.5;0.0;^Negro^;0;0;1;^.^;0.0;^.^;1637
