Periodo;TC;Codigo_Inv;Producto;Detalle;Codigo_Barra;Unidad;Minimo;Maximo;PVP;IVA;Cta_Inventario;Cta_Costo_Venta;Cta_Ventas;Cta_Ventas_0;Cta_Venta_Anticipada;Cta_Ventas_Ant;INV;Stock_Anterior;Entradas;Salidas;Promedio;Stock_Actual;Valor_Total;Item;PX;PY;Item_Banco;Desc_Item;Valor_Corte;Ayuda;Utilidad;Valor_Compra;Gramaje;Agrupacion;Bodega;TP;Div;Receta;PVP_2;PVP_3;Codigo_IESS;Codigo_RES;Marca;TDP;Fecha;Codigo_P;Codigo_R;Factura;Vida_Util;Valor_Actual;Valor_Deprecicacion;Tipo;Ubicacion;Departamento;Cantidad;Servicio;Por_Reservas;X;Codigo_Sup;Procesado;Valor_Historico;Reg_Sanitario;Estado;PF;Consignacion;T;Codigo_Barra_K;Tipo_SubMod;Stock;Costo;Valor_Unit;Con_Kardex;Categorias;ID
^31/12/2011^;^P^;^03.07.01^;^CONTABILIDAD 8VO. BORJA^;^.
^;^0000000000^;^.^;0.0;0.0;16.0;0;^1.1.09.01^;^4.2.12.04^;^4.2.12.01^;^4.2.12.01^;^0^;^4.2.12.01^;1;0.0;0.0;0.0;0.0;0.0;.0000;^000^;0.0;0.0;^000^;^.^;0.0;^.^;0.0;12.8000;.0000;0;^.^;^.^;0;0;0.0;0.0;^.^;^.^;^.^;^.^;^Sep 26 2014 12:00AM^;^.^;^.^;0;0;.0000;.0000;^.^;^.^;^.^;0;0;0;^.^;^.^;0;.0000;^.^;0;0;0;^.^;^.^;^.^;0.0;0.0;0.0;0;^.^;2477
^31/12/2011^;^P^;^03.07.02^;^CONTABILIDAD 9NO. (BORJA)^;^.
^;^0000000000^;^.^;0.0;0.0;16.0;0;^1.1.09.01^;^4.2.12.04^;^4.2.12.01^;^4.2.12.01^;^0^;^4.2.12.01^;1;0.0;0.0;0.0;0.0;0.0;.0000;^000^;0.0;0.0;^000^;^.^;0.0;^.^;0.0;12.8000;.0000;0;^.^;^.^;0;0;0.0;0.0;^.^;^.^;^.^;^.^;^Sep 26 2014 12:00AM^;^.^;^.^;0;0;.0000;.0000;^.^;^.^;^.^;0;0;0;^.^;^.^;0;.0000;^.^;0;0;0;^.^;^.^;^.^;0.0;0.0;0.0;0;^.^;2478
^31/12/2011^;^P^;^03.07.03^;^CONTABILIDAD 10MO (BORJA)^;^.
^;^0000000000^;^.^;0.0;0.0;16.0;0;^1.1.09.01^;^4.2.12.04^;^4.2.12.01^;^4.2.12.01^;^0^;^4.2.12.01^;1;0.0;0.0;0.0;0.0;0.0;.0000;^000^;0.0;0.0;^000^;^.^;0.0;^.^;0.0;12.8000;.0000;0;^.^;^.^;0;0;0.0;0.0;^.^;^.^;^.^;^.^;^Sep 26 2014 12:00AM^;^.^;^.^;0;0;.0000;.0000;^.^;^.^;^.^;0;0;0;^.^;^.^;0;.0000;^.^;0;0;0;^.^;^.^;^.^;0.0;0.0;0.0;0;^.^;2479
^31/12/2011^;^P^;^03.07.04^;^CONTABILIDAD 1ER AÑO COMUN (BORJA)^;^.
^;^0000000000^;^.^;0.0;0.0;16.0;0;^1.1.09.01^;^4.2.12.04^;^4.2.12.01^;^4.2.12.01^;^0^;^4.2.12.01^;1;0.0;0.0;0.0;0.0;0.0;.0000;^000^;0.0;0.0;^000^;^.^;0.0;^.^;0.0;12.8000;.0000;0;^.^;^.^;0;0;0.0;0.0;^.^;^.^;^.^;^.^;^Sep 26 2014 12:00AM^;^.^;^.^;0;0;.0000;.0000;^.^;^.^;^.^;0;0;0;^.^;^.^;0;.0000;^.^;0;0;0;^.^;^.^;^.^;0.0;0.0;0.0;0;^.^;2480
^31/12/2011^;^P^;^03.07.05^;^CONTAB. GENERAL TESORERIA (BORJA)^;^.
^;^0000000000^;^.^;0.0;0.0;16.0;0;^1.1.09.01^;^4.2.12.04^;^4.2.12.01^;^4.2.12.01^;^0^;^4.2.12.01^;1;0.0;0.0;0.0;0.0;0.0;.0000;^000^;0.0;0.0;^000^;^.^;0.0;^.^;0.0;12.8000;.0000;0;^.^;^.^;0;0;0.0;0.0;^.^;^.^;^.^;^.^;^Sep 26 2014 12:00AM^;^.^;^.^;0;0;.0000;.0000;^.^;^.^;^.^;0;0;0;^.^;^.^;0;.0000;^.^;0;0;0;^.^;^.^;^.^;0.0;0.0;0.0;0;^.^;2481
^31/12/2011^;^P^;^03.07.06^;^CONTAB. COMPRA VENTA (BORJA)^;^.
^;^0000000000^;^.^;0.0;0.0;16.0;0;^1.1.09.01^;^4.2.12.04^;^4.2.12.01^;^4.2.12.01^;^0^;^4.2.12.01^;1;0.0;0.0;0.0;0.0;0.0;.0000;^000^;0.0;0.0;^000^;^.^;0.0;^.^;0.0;12.8000;.0000;0;^.^;^.^;0;0;0.0;0.0;^.^;^.^;^.^;^.^;^Sep 26 2014 12:00AM^;^.^;^.^;0;0;.0000;.0000;^.^;^.^;^.^;0;0;0;^.^;^.^;0;.0000;^.^;0;0;0;^.^;^.^;^.^;0.0;0.0;0.0;0;^.^;2482
^31/12/2011^;^P^;^03.08.01^;^FISICA COMPET. No. 1^;^.
^;^0000000000^;^.^;0.0;0.0;14.0;0;^1.1.09.01^;^4.2.12.04^;^4.2.12.01^;^4.2.12.01^;^0^;^4.2.12.01^;1;0.0;0.0;0.0;0.0;0.0;.0000;^000^;0.0;0.0;^000^;^.^;0.0;^.^;0.0;9.8000;.0000;0;^.^;^.^;0;0;0.0;0.0;^.^;^.^;^.^;^.^;^Sep 26 2014 12:00AM^;^.^;^.^;0;0;.0000;.0000;^.^;^.^;^.^;0;0;0;^.^;^.^;0;.0000;^.^;0;0;0;^.^;^.^;^.^;0.0;0.0;0.0;0;^.^;2483
^31/12/2011^;^P^;^03.08.02^;^FISICA GENERAL No. 2^;^.
^;^0000000000^;^.^;0.0;0.0;14.0;0;^1.1.09.01^;^4.2.12.04^;^4.2.12.01^;^4.2.12.01^;^0^;^4.2.12.01^;1;0.0;0.0;0.0;0.0;0.0;.0000;^000^;0.0;0.0;^000^;^.^;0.0;^.^;0.0;9.8000;.0000;0;^.^;^.^;0;0;0.0;0.0;^.^;^.^;^.^;^.^;^Sep 26 2014 12:00AM^;^.^;^.^;0;0;.0000;.0000;^.^;^.^;^.^;0;0;0;^.^;^.^;0;.0000;^.^;0;0;0;^.^;^.^;^.^;0.0;0.0;0.0;0;^.^;2484
^31/12/2011^;^P^;^03.08.03^;^MATEMATICAS No. 1^;^.
^;^0000000000^;^.^;0.0;0.0;14.0;0;^1.1.09.01^;^4.2.12.04^;^4.2.12.01^;^4.2.12.01^;^0^;^4.2.12.01^;1;0.0;0.0;0.0;0.0;0.0;.0000;^000^;0.0;0.0;^000^;^.^;0.0;^.^;0.0;9.8000;.0000;0;^.^;^.^;0;0;0.0;0.0;^.^;^.^;^.^;^.^;^Sep 26 2014 12:00AM^;^.^;^.^;0;0;.0000;.0000;^.^;^.^;^.^;0;0;0;^.^;^.^;0;.0000;^.^;0;0;0;^.^;^.^;^.^;0.0;0.0;0.0;0;^.^;2485
^31/12/2011^;^P^;^03.08.04^;^MATEMATICAS POR COMPET. No. 2^;^.
^;^0000000000^;^.^;0.0;0.0;14.0;0;^1.1.09.01^;^4.2.12.04^;^4.2.12.01^;^4.2.12.01^;^0^;^4.2.12.01^;1;0.0;0.0;0.0;0.0;0.0;.0000;^000^;0.0;0.0;^000^;^.^;0.0;^.^;0.0;9.8000;.0000;0;^.^;^.^;0;0;0.0;0.0;^.^;^.^;^.^;^.^;^Sep 26 2014 12:00AM^;^.^;^.^;0;0;.0000;.0000;^.^;^.^;^.^;0;0;0;^.^;^.^;0;.0000;^.^;0;0;0;^.^;^.^;^.^;0.0;0.0;0.0;0;^.^;2486
^31/12/2011^;^P^;^03.08.05^;^MATEMATICAS  No. 3^;^.
^;^0000000000^;^.^;0.0;0.0;14.0;0;^1.1.09.01^;^4.2.12.04^;^4.2.12.01^;^4.2.12.01^;^0^;^4.2.12.01^;1;0.0;0.0;0.0;0.0;0.0;.0000;^000^;0.0;0.0;^000^;^.^;0.0;^.^;0.0;9.8000;.0000;0;^.^;^.^;0;0;0.0;0.0;^.^;^.^;^.^;^.^;^Sep 26 2014 12:00AM^;^.^;^.^;0;0;.0000;.0000;^.^;^.^;^.^;0;0;0;^.^;^.^;0;.0000;^.^;0;0;0;^.^;^.^;^.^;0.0;0.0;0.0;0;^.^;2487
^31/12/2011^;^P^;^03.09.01^;^PARVULITO CREATIVO^;^.
^;^0000000000^;^.^;0.0;0.0;12.0;0;^1.1.09.01^;^4.2.12.04^;^4.2.12.01^;^4.2.12.01^;^0^;^4.2.12.01^;1;0.0;0.0;0.0;0.0;0.0;.0000;^000^;0.0;0.0;^000^;^.^;0.0;^.^;0.0;9.0000;.0000;0;^.^;^.^;0;0;0.0;0.0;^.^;^.^;^.^;^.^;^Sep 26 2014 12:00AM^;^.^;^.^;0;0;.0000;.0000;^.^;^.^;^.^;0;0;0;^.^;^.^;0;.0000;^.^;0;0;0;^.^;^.^;^.^;0.0;0.0;0.0;0;^.^;2488
^31/12/2011^;^P^;^03.10.01^;^INFORMATICA CERTIFICADA No. 3^;^.
^;^0000000000^;^.^;0.0;0.0;20.5;0;^1.1.09.01^;^4.2.12.04^;^4.2.12.01^;^4.2.12.01^;^0^;^4.2.12.01^;1;0.0;0.0;0.0;0.0;0.0;.0000;^000^;0.0;0.0;^000^;^.^;0.0;^.^;0.0;16.5000;.0000;0;^.^;^.^;0;0;0.0;0.0;^.^;^.^;^.^;^.^;^Sep 26 2014 12:00AM^;^.^;^.^;0;0;.0000;.0000;^.^;^.^;^.^;0;0;0;^.^;^.^;0;.0000;^.^;0;0;0;^.^;^.^;^.^;0.0;0.0;0.0;0;^.^;2489
^31/12/2011^;^P^;^03.10.02^;^FUNDAMENTOS DE PROGRAMACION^;^.
^;^0000000000^;^.^;0.0;0.0;12.5;0;^1.1.09.01^;^4.2.12.04^;^4.2.12.01^;^4.2.12.01^;^0^;^4.2.12.01^;1;90.0;0.0;0.0;10.130000000000001;90.0;911.7000;^000^;0.0;0.0;^000^;^.^;0.0;^.^;0.0;10.1300;.0000;0;^.^;^.^;0;0;0.0;0.0;^.^;^.^;^.^;^.^;^Sep 26 2014 12:00AM^;^.^;^.^;0;0;.0000;.0000;^.^;^.^;^.^;0;0;0;^.^;^.^;0;.0000;^.^;0;0;0;^.^;^.^;^.^;0.0;0.0;0.0;0;^.^;2490
^31/12/2011^;^P^;^03.10.03^;^MODULO DE GESTION ADM. RECURS HUM^;^.
^;^0000000000^;^.^;0.0;0.0;13.5;0;^1.1.09.01^;^4.2.12.04^;^4.2.12.01^;^4.2.12.01^;^0^;^4.2.12.01^;1;0.0;0.0;0.0;0.0;0.0;.0000;^000^;0.0;0.0;^000^;^.^;0.0;^.^;0.0;11.7200;.0000;0;^.^;^.^;0;0;0.0;0.0;^.^;^.^;^.^;^.^;^Sep 26 2014 12:00AM^;^.^;^.^;0;0;.0000;.0000;^.^;^.^;^.^;0;0;0;^.^;^.^;0;.0000;^.^;0;0;0;^.^;^.^;^.^;0.0;0.0;0.0;0;^.^;2491
^31/12/2011^;^P^;^03.10.04^;^INFORMATICA CERTIFICADA No. 2^;^.
^;^0000000000^;^.^;0.0;0.0;20.5;0;^1.1.09.01^;^4.2.12.04^;^4.2.12.01^;^4.2.12.01^;^0^;^4.2.12.01^;1;0.0;0.0;0.0;0.0;0.0;.0000;^000^;0.0;0.0;^000^;^.^;0.0;^.^;0.0;16.5000;.0000;0;^.^;^.^;0;0;0.0;0.0;^.^;^.^;^.^;^.^;^Sep 26 2014 12:00AM^;^.^;^.^;0;0;.0000;.0000;^.^;^.^;^.^;0;0;0;^.^;^.^;0;.0000;^.^;0;0;0;^.^;^.^;^.^;0.0;0.0;0.0;0;^.^;2492
^31/12/2011^;^P^;^03.10.05^;^INFORMATICA CERTIFICADA No. 1^;^.
^;^0000000000^;^.^;0.0;0.0;20.5;0;^1.1.09.01^;^4.2.12.04^;^4.2.12.01^;^4.2.12.01^;^0^;^4.2.12.01^;1;0.0;0.0;0.0;0.0;0.0;.0000;^000^;0.0;0.0;^000^;^.^;0.0;^.^;0.0;16.5000;.0000;0;^.^;^.^;0;0;0.0;0.0;^.^;^.^;^.^;^.^;^Sep 26 2014 12:00AM^;^.^;^.^;0;0;.0000;.0000;^.^;^.^;^.^;0;0;0;^.^;^.^;0;.0000;^.^;0;0;0;^.^;^.^;^.^;0.0;0.0;0.0;0;^.^;2493
^31/12/2011^;^P^;^03.11.01^;^DIARIO ESCOLAR PRIMARIA^;^.
^;^0000000000^;^.^;0.0;0.0;4.5499999999999998;1;^1.1.09.01^;^4.2.12.09^;^4.2.12.08^;^4.2.12.08^;^0^;^4.2.12.08^;1;144.0;650.0;625.0;3.8700000000000001;169.0;654.0300;^000^;0.0;0.0;^000^;^.^;0.0;^.^;0.0;3.8700;.0000;0;^.^;^.^;0;0;0.0;0.0;^.^;^.^;^.^;^.^;^Sep 26 2014 12:00AM^;^.^;^.^;0;0;.0000;.0000;^.^;^.^;^.^;0;0;0;^.^;^.^;0;.0000;^.^;0;0;0;^.^;^.^;^.^;0.0;0.0;0.0;0;^.^;2494
^31/12/2011^;^P^;^03.11.03^;^AGENDAS ESCOLARES^;^.
^;^0000000000^;^.^;0.0;0.0;6.0;1;^1.1.09.01^;^4.2.12.09^;^4.2.12.08^;^4.2.12.08^;^0^;^4.2.12.08^;1;0.0;0.0;0.0;0.0;0.0;.0000;^000^;0.0;0.0;^000^;^.^;0.0;^.^;0.0;.0000;.0000;0;^.^;^.^;0;0;0.0;0.0;^.^;^.^;^.^;^.^;^Sep 26 2014 12:00AM^;^.^;^.^;0;0;.0000;.0000;^.^;^.^;^.^;0;0;0;^.^;^.^;0;.0000;^.^;0;0;0;^.^;^.^;^.^;0.0;0.0;0.0;0;^.^;2495
^31/12/2011^;^P^;^03.12.01^;^FORMACION CRISTIANA No. 10^;^.
^;^0000000000^;^.^;0.0;0.0;7.5;0;^1.1.09.01^;^4.2.12.04^;^4.2.12.01^;^4.2.12.01^;^0^;^4.2.12.01^;1;0.0;0.0;0.0;0.0;0.0;.0000;^000^;0.0;0.0;^000^;^.^;0.0;^.^;0.0;5.5000;.0000;0;^.^;^.^;0;0;0.0;0.0;^.^;^.^;^.^;^.^;^Sep 26 2014 12:00AM^;^.^;^.^;0;0;.0000;.0000;^.^;^.^;^.^;0;0;0;^.^;^.^;0;.0000;^.^;0;0;0;^.^;^.^;^.^;0.0;0.0;0.0;0;^.^;2496
^31/12/2011^;^P^;^03.13.01^;^MEMORIAS ESTUD. SOCIALES 8/09^;^.
^;^0000000000^;^.^;0.0;0.0;0.0;0;^1.1.09.01^;^4.2.12.09^;^4.2.12.08^;^4.2.12.08^;^0^;^4.2.12.08^;1;0.0;0.0;0.0;0.0;0.0;.0000;^000^;0.0;0.0;^000^;^.^;0.0;^.^;0.0;11.0600;.0000;0;^.^;^.^;0;0;0.0;0.0;^.^;^.^;^.^;^.^;^Sep 26 2014 12:00AM^;^.^;^.^;0;0;.0000;.0000;^.^;^.^;^.^;0;0;0;^.^;^.^;0;.0000;^.^;0;0;0;^.^;^.^;^.^;0.0;0.0;0.0;0;^.^;2497
^31/12/2011^;^P^;^03.13.02^;^MEMORIAS ESTUD. SOCIALES 9/09^;^.
^;^0000000000^;^.^;0.0;0.0;0.0;0;^1.1.09.01^;^4.2.12.09^;^4.2.12.08^;^4.2.12.08^;^0^;^4.2.12.08^;1;0.0;0.0;0.0;0.0;0.0;.0000;^000^;0.0;0.0;^000^;^.^;0.0;^.^;0.0;11.0600;.0000;0;^.^;^.^;0;0;0.0;0.0;^.^;^.^;^.^;^.^;^Sep 26 2014 12:00AM^;^.^;^.^;0;0;.0000;.0000;^.^;^.^;^.^;0;0;0;^.^;^.^;0;.0000;^.^;0;0;0;^.^;^.^;^.^;0.0;0.0;0.0;0;^.^;2498
^31/12/2011^;^P^;^03.13.03^;^MEMORIAS ESTUD. SOCIALES 10/09^;^.
^;^0000000000^;^.^;0.0;0.0;0.0;0;^1.1.09.01^;^4.2.12.09^;^4.2.12.08^;^4.2.12.08^;^0^;^4.2.12.08^;1;0.0;0.0;0.0;0.0;0.0;.0000;^000^;0.0;0.0;^000^;^.^;0.0;^.^;0.0;11.0600;.0000;0;^.^;^.^;0;0;0.0;0.0;^.^;^.^;^.^;^.^;^Sep 26 2014 12:00AM^;^.^;^.^;0;0;.0000;.0000;^.^;^.^;^.^;0;0;0;^.^;^.^;0;.0000;^.^;0;0;0;^.^;^.^;^.^;0.0;0.0;0.0;0;^.^;2499
^31/12/2011^;^P^;^03.13.04^;^MEMORIAS ESTUD. SOCIALES 8/07^;^.
^;^0000000000^;^.^;0.0;0.0;0.0;0;^1.1.09.01^;^4.2.12.09^;^4.2.12.08^;^4.2.12.08^;^0^;^4.2.12.08^;1;0.0;0.0;0.0;0.0;0.0;.0000;^000^;0.0;0.0;^000^;^.^;0.0;^.^;0.0;8.5300;.0000;0;^.^;^.^;0;0;0.0;0.0;^.^;^.^;^.^;^.^;^Sep 26 2014 12:00AM^;^.^;^.^;0;0;.0000;.0000;^.^;^.^;^.^;0;0;0;^.^;^.^;0;.0000;^.^;0;0;0;^.^;^.^;^.^;0.0;0.0;0.0;0;^.^;2500
^31/12/2011^;^P^;^03.13.05^;^EDUCACION AMBIENTAL EDIC/09^;^.
^;^0000000000^;^.^;0.0;0.0;12.5;0;^1.1.09.01^;^4.2.12.09^;^4.2.12.08^;^4.2.12.08^;^0^;^4.2.12.08^;1;0.0;140.0;140.0;9.8000000000000007;0.0;.0000;^000^;0.0;0.0;^000^;^.^;0.0;^.^;0.0;9.8000;.0000;0;^.^;^.^;0;0;0.0;0.0;^.^;^.^;^.^;^.^;^Sep 26 2014 12:00AM^;^.^;^.^;0;0;.0000;.0000;^.^;^.^;^.^;0;0;0;^.^;^.^;0;.0000;^.^;0;0;0;^.^;^.^;^.^;0.0;0.0;0.0;0;^.^;2501
^31/12/2011^;^P^;^03.13.06^;^REALIDAD NACIONAL EDIC/09^;^.
^;^0000000000^;^.^;0.0;0.0;12.5;0;^1.1.09.01^;^4.2.12.09^;^4.2.12.08^;^4.2.12.08^;^0^;^4.2.12.08^;1;0.0;140.0;140.0;9.8000000000000007;0.0;.0000;^000^;0.0;0.0;^000^;^.^;0.0;^.^;0.0;9.8000;.0000;0;^.^;^.^;0;0;0.0;0.0;^.^;^.^;^.^;^.^;^Sep 26 2014 12:00AM^;^.^;^.^;0;0;.0000;.0000;^.^;^.^;^.^;0;0;0;^.^;^.^;0;.0000;^.^;0;0;0;^.^;^.^;^.^;0.0;0.0;0.0;0;^.^;2502
^31/12/2011^;^P^;^03.13.07^;^REC. ELEMENTOS ECONO 5/09^;^.
^;^0000000000^;^.^;0.0;0.0;10.0;0;^1.1.09.01^;^4.2.12.09^;^4.2.12.08^;^4.2.12.08^;^0^;^4.2.12.08^;1;0.0;0.0;0.0;0.0;0.0;.0000;^000^;0.0;0.0;^000^;^.^;0.0;^.^;0.0;8.5200;.0000;0;^.^;^.^;0;0;0.0;0.0;^.^;^.^;^.^;^.^;^Sep 26 2014 12:00AM^;^.^;^.^;0;0;.0000;.0000;^.^;^.^;^.^;0;0;0;^.^;^.^;0;.0000;^.^;0;0;0;^.^;^.^;^.^;0.0;0.0;0.0;0;^.^;2503
^31/12/2011^;^P^;^03.13.08^;^EDUCACION CIVICA EDIC/09^;^.
^;^0000000000^;^.^;0.0;0.0;12.5;0;^1.1.09.01^;^4.2.12.09^;^4.2.12.08^;^4.2.12.08^;^0^;^4.2.12.08^;1;0.0;0.0;0.0;0.0;0.0;.0000;^000^;0.0;0.0;^000^;^.^;0.0;^.^;0.0;11.0500;.0000;0;^.^;^.^;0;0;0.0;0.0;^.^;^.^;^.^;^.^;^Sep 26 2014 12:00AM^;^.^;^.^;0;0;.0000;.0000;^.^;^.^;^.^;0;0;0;^.^;^.^;0;.0000;^.^;0;0;0;^.^;^.^;^.^;0.0;0.0;0.0;0;^.^;2504
^31/12/2011^;^P^;^03.13.09^;^BITACORA CIENCIAS SOC. 4/09^;^.
^;^0000000000^;^.^;0.0;0.0;12.5;0;^1.1.09.01^;^4.2.12.09^;^4.2.12.08^;^4.2.12.08^;^0^;^4.2.12.08^;1;0.0;0.0;0.0;0.0;0.0;.0000;^000^;0.0;0.0;^000^;^.^;0.0;^.^;0.0;11.0500;.0000;0;^.^;^.^;0;0;0.0;0.0;^.^;^.^;^.^;^.^;^Sep 26 2014 12:00AM^;^.^;^.^;0;0;.0000;.0000;^.^;^.^;^.^;0;0;0;^.^;^.^;0;.0000;^.^;0;0;0;^.^;^.^;^.^;0.0;0.0;0.0;0;^.^;2505
^31/12/2011^;^P^;^03.13.10^;^REC ELEMENTOS DE ECONOMIA 4/09^;^.
^;^0000000000^;^.^;0.0;0.0;10.800000000000001;0;^1.1.09.01^;^4.2.12.09^;^4.2.12.08^;^4.2.12.08^;^0^;^4.2.12.08^;1;0.0;100.0;100.0;8.4000000000000004;0.0;.0000;^000^;0.0;0.0;^000^;^.^;0.0;^.^;0.0;8.4000;.0000;0;^.^;^.^;0;0;0.0;0.0;^.^;^.^;^.^;^.^;^Sep 26 2014 12:00AM^;^.^;^.^;0;0;.0000;.0000;^.^;^.^;^.^;0;0;0;^.^;^.^;0;.0000;^.^;0;0;0;^.^;^.^;^.^;0.0;0.0;0.0;0;^.^;2506
^31/12/2011^;^P^;^03.13.11^;^REC. ELEMENTOS DE ECONOMIA 5/09^;^.
^;^0000000000^;^.^;0.0;0.0;10.0;0;^1.1.09.01^;^4.2.12.09^;^4.2.12.08^;^4.2.12.08^;^0^;^4.2.12.08^;1;0.0;100.0;100.0;8.4000000000000004;0.0;.0000;^000^;0.0;0.0;^000^;^.^;0.0;^.^;0.0;8.4000;.0000;0;^.^;^.^;0;0;0.0;0.0;^.^;^.^;^.^;^.^;^Sep 26 2014 12:00AM^;^.^;^.^;0;0;.0000;.0000;^.^;^.^;^.^;0;0;0;^.^;^.^;0;.0000;^.^;0;0;0;^.^;^.^;^.^;0.0;0.0;0.0;0;^.^;2507
^31/12/2011^;^P^;^03.14.01^;^PROCESOS Y FORMACION No. PRE^;^.
^;^0000000000^;^.^;0.0;0.0;12.5;0;^1.1.09.01^;^4.2.12.04^;^4.2.12.01^;^4.2.12.01^;^0^;^4.2.12.01^;1;0.0;0.0;0.0;0.0;0.0;.0000;^000^;0.0;0.0;^000^;^.^;0.0;^.^;0.0;8.7000;.0000;0;^.^;^.^;0;0;0.0;0.0;^.^;^.^;^.^;^.^;^Sep 26 2014 12:00AM^;^.^;^.^;0;0;.0000;.0000;^.^;^.^;^.^;0;0;0;^.^;^.^;0;.0000;^.^;0;0;0;^.^;^.^;^.^;0.0;0.0;0.0;0;^.^;2508
^31/12/2011^;^P^;^03.14.02^;^PROCESOS Y FORMACION No. 1^;^.
^;^0000000000^;^.^;0.0;0.0;12.5;0;^1.1.09.01^;^4.2.12.04^;^4.2.12.01^;^4.2.12.01^;^0^;^4.2.12.01^;1;0.0;0.0;0.0;0.0;0.0;.0000;^000^;0.0;0.0;^000^;^.^;0.0;^.^;0.0;8.7000;.0000;0;^.^;^.^;0;0;0.0;0.0;^.^;^.^;^.^;^.^;^Sep 26 2014 12:00AM^;^.^;^.^;0;0;.0000;.0000;^.^;^.^;^.^;0;0;0;^.^;^.^;0;.0000;^.^;0;0;0;^.^;^.^;^.^;0.0;0.0;0.0;0;^.^;2509
^31/12/2011^;^P^;^03.14.03^;^PROCESOS Y FORMACION No. 2^;^.
^;^0000000000^;^.^;0.0;0.0;12.5;0;^1.1.09.01^;^4.2.12.04^;^4.2.12.01^;^4.2.12.01^;^0^;^4.2.12.01^;1;0.0;0.0;0.0;0.0;0.0;.0000;^000^;0.0;0.0;^000^;^.^;0.0;^.^;0.0;8.7000;.0000;0;^.^;^.^;0;0;0.0;0.0;^.^;^.^;^.^;^.^;^Sep 26 2014 12:00AM^;^.^;^.^;0;0;.0000;.0000;^.^;^.^;^.^;0;0;0;^.^;^.^;0;.0000;^.^;0;0;0;^.^;^.^;^.^;0.0;0.0;0.0;0;^.^;2510
^31/12/2011^;^P^;^03.14.04^;^PROCESOS Y FORMACION No. 3^;^.
^;^0000000000^;^.^;0.0;0.0;12.5;0;^1.1.09.01^;^4.2.12.04^;^4.2.12.01^;^4.2.12.01^;^0^;^4.2.12.01^;1;0.0;0.0;0.0;0.0;0.0;.0000;^000^;0.0;0.0;^000^;^.^;0.0;^.^;0.0;8.7000;.0000;0;^.^;^.^;0;0;0.0;0.0;^.^;^.^;^.^;^.^;^Sep 26 2014 12:00AM^;^.^;^.^;0;0;.0000;.0000;^.^;^.^;^.^;0;0;0;^.^;^.^;0;.0000;^.^;0;0;0;^.^;^.^;^.^;0.0;0.0;0.0;0;^.^;2511
^31/12/2011^;^P^;^03.14.05^;^PROCESOS Y FORMACION No. 4^;^.
^;^0000000000^;^.^;0.0;0.0;12.5;0;^1.1.09.01^;^4.2.12.04^;^4.2.12.01^;^4.2.12.01^;^0^;^4.2.12.01^;1;0.0;0.0;0.0;0.0;0.0;.0000;^000^;0.0;0.0;^000^;^.^;0.0;^.^;0.0;8.7000;.0000;0;^.^;^.^;0;0;0.0;0.0;^.^;^.^;^.^;^.^;^Sep 26 2014 12:00AM^;^.^;^.^;0;0;.0000;.0000;^.^;^.^;^.^;0;0;0;^.^;^.^;0;.0000;^.^;0;0;0;^.^;^.^;^.^;0.0;0.0;0.0;0;^.^;2512
^31/12/2011^;^P^;^03.14.06^;^PROCESOS Y FORMACION No. 5^;^.
^;^0000000000^;^.^;0.0;0.0;12.5;0;^1.1.09.01^;^4.2.12.04^;^4.2.12.01^;^4.2.12.01^;^0^;^4.2.12.01^;1;0.0;0.0;0.0;0.0;0.0;.0000;^000^;0.0;0.0;^000^;^.^;0.0;^.^;0.0;8.7000;.0000;0;^.^;^.^;0;0;0.0;0.0;^.^;^.^;^.^;^.^;^Sep 26 2014 12:00AM^;^.^;^.^;0;0;.0000;.0000;^.^;^.^;^.^;0;0;0;^.^;^.^;0;.0000;^.^;0;0;0;^.^;^.^;^.^;0.0;0.0;0.0;0;^.^;2513
^31/12/2011^;^P^;^03.14.07^;^PROCESOS Y FORMACION No. 6^;^.
^;^0000000000^;^.^;0.0;0.0;12.5;0;^1.1.09.01^;^4.2.12.04^;^4.2.12.01^;^4.2.12.01^;^0^;^4.2.12.01^;1;0.0;0.0;0.0;0.0;0.0;.0000;^000^;0.0;0.0;^000^;^.^;0.0;^.^;0.0;8.7000;.0000;0;^.^;^.^;0;0;0.0;0.0;^.^;^.^;^.^;^.^;^Sep 26 2014 12:00AM^;^.^;^.^;0;0;.0000;.0000;^.^;^.^;^.^;0;0;0;^.^;^.^;0;.0000;^.^;0;0;0;^.^;^.^;^.^;0.0;0.0;0.0;0;^.^;2514
^31/12/2011^;^P^;^03.14.08^;^PROCESOS Y FORMACION No. 7^;^.
^;^0000000000^;^.^;0.0;0.0;12.5;0;^1.1.09.01^;^4.2.12.04^;^4.2.12.01^;^4.2.12.01^;^0^;^4.2.12.01^;1;0.0;0.0;0.0;0.0;0.0;.0000;^000^;0.0;0.0;^000^;^.^;0.0;^.^;0.0;8.7000;.0000;0;^.^;^.^;0;0;0.0;0.0;^.^;^.^;^.^;^.^;^Sep 26 2014 12:00AM^;^.^;^.^;0;0;.0000;.0000;^.^;^.^;^.^;0;0;0;^.^;^.^;0;.0000;^.^;0;0;0;^.^;^.^;^.^;0.0;0.0;0.0;0;^.^;2515
^31/12/2011^;^P^;^03.15.01^;^MI CALIGRAFIA^;^.
