Item;Curso;Descripcion;Periodo;Paralelo;Bachiller;Especialidad;Figura_Profesional;Curso_Superior;Ciclo;Seccion;Titulo;Tipo_Titulo;Codigo_Titulo;X;Id_Curso;ID
^000^;^3.03.CC^;^TERCERO BACHI. COM. Y ADM. CONT.^;^31/12/2010^;^.^;^BACHILLERATO T…CNICO EN COMERCIO Y ADMINISTRACI”N^;^ESPECIALIZACI”N CONTABILIDAD^;^.^;^.^;^CICLO DIVERSIFICADO^;^MATUTINA^;^CONTADOR BACHILLER^;^EN CIENCIAS DE COMERCIO Y ADMINISTRACI”N^;^030541^;^X^;0;195
^000^;^1.01.BC^;^PREPARATORIA "C"^;^31/12/2010^;^"C"^;^PREPARATORIA^;^.^;^.^;^SEGUNDO GRADO DE EDUCACI”N GENERAL B¡SICA^;^CICLO B¡SICO^;^MATUTINA^;^.^;^.^;^000000^;^X^;0;196
^000^;^1.04.BA^;^CUARTO GRADO DE EGB "A"^;^31/12/2010^;^"A"^;^CUARTO GRADO DE EDUCACI”N GENERAL B¡SICA^;^.^;^.^;^QUINTO GRADO DE EDUCACI”N GENERAL B¡SICA^;^CICLO B¡SICO^;^MATUTINA^;^.^;^.^;^000000^;^X^;0;197
^000^;^1.04.BB^;^CUARTO GRADO DE EGB "B"^;^31/12/2010^;^"B"^;^CUARTO GRADO DE EDUCACI”N GENERAL B¡SICA^;^.^;^.^;^QUINTO GRADO DE EDUCACI”N GENERAL B¡SICA^;^CICLO B¡SICO^;^MATUTINA^;^.^;^.^;^000000^;^X^;0;198
^000^;^3.02.BC^;^SEGUNDO B.G.U; OPCI”N T…CNICO ÔCÔ^;^31/12/2010^;^ÔCÔ^;^SEGUNDO A—O BACHILLERATO GENERAL UNIFICADO^;^OPCI”N T…CNICO^;^.^;^TERCER A—O BACHILLERATO GENERAL UNIFICADO^;^CICLO DIVERSIFICADO^;^MATUTINA^;^.^;^.^;^000000^;^X^;0;199
^000^;^3.02.BD^;^SEGUNDO DE BACHILLERATO CONTABILIDAD ÔDÔ^;^31/12/2010^;^ÔDÔ^;^BACHILLERATO T…CNICO^;^ESPECIALIZACI”N CONTABILIDAD Y^;^.^;^.^;^.^;^MATUTINA^;^.^;^.^;^000000^;^X^;0;200
^000^;^3.01.BC^;^PRIMERO B.G.U; OPCI”N CIENCIAS ÔCÔ^;^31/12/2010^;^ÔCÔ^;^PRIMER A—O BACHILLERATO GENERAL UNIFICADO^;^OPCI”N CIENCIAS^;^.^;^SEGUNDO A—O BACHILLERATO GENERAL UNIFICADO^;^CICLO DIVERSIFICADO^;^MATUTINA^;^.^;^.^;^.^;^X^;0;201
^000^;^3.03.BC^;^TERCERO BACHILLERATO; OPCI”N CIENCIAS ÔCÔ^;^31/12/2010^;^ÔCÔ^;^TERCER A—O BACHILLERATO EN CIENCIAS^;^ESPECIALIZACI”N QUÕMICO BIOLOG^;^.^;^CURSO INMEDIATO SUPERIOR^;^CICLO DIVERSIFICADO^;^MATUTINA^;^.^;^.^;^.^;^X^;0;202
^000^;^3.03.BD^;^TERCERO BACHILLERATO; OPCI”N T…CNICO ÔDÔ^;^31/12/2010^;^ÔDÔ^;^TERCER A—O BACHILLERATO T…CNICO^;^ESPECIALIZACI”N CONTABILIDAD Y^;^.^;^CURSO INMEDIATO SUPERIOR^;^CICLO DIVERSIFICADO^;^MATUTINA^;^CONTADOR BACHILLER^;^EN CIENCIAS DE COMERCIO Y ADMINISTRACI”N^;^030541^;^X^;0;203
^000^;^1.04.BC^;^CUARTO GRADO DE EGB ÔCÔ^;^31/12/2010^;^ÔCÔ^;^CUARTO GRADO DE EDUCACI”N GENERAL B¡SICA^;^.^;^.^;^QUINTO GRADO DE EDUCACI”N GENERAL B¡SICA^;^CICLO B¡SICO^;^MATUTINA^;^.^;^.^;^000000^;^X^;0;204
^000^;^3.03.BA^;^TERCERO BACHILLERATO; OPCI”N CIENCIAS ÔAÔ^;^31/12/2010^;^ÔAÔ^;^TERCER A—O BACHILLERATO EN CIENCIAS^;^ESPECIALIZACI”N QUÕMICO BIOLOG^;^.^;^CURSO INMEDIATO SUPERIOR^;^CICLO DIVERSIFICADO^;^MATUTINA^;^.^;^.^;^.^;^X^;0;205
^000^;^1.02.BA^;^SEGUNDO GRADO DE EGB ÔAÔ^;^31/12/2010^;^ÔAÔ^;^SEGUNDO GRADO DE EDUCACI”N GENERAL B¡SICA^;^.^;^.^;^TERCER GRADO DE EDUCACI”N GENERAL B¡SICA^;^CICLO DIVERSIFICADO^;^MATUTINA^;^.^;^.^;^000000^;^X^;0;206
^000^;^1.00.KA^;^KINDER ÔAÔ^;^31/12/2010^;^ÔAÔ^;^.^;^.^;^.^;^.^;^CICLO B¡SICO^;^MATUTINA^;^.^;^.^;^000000^;^X^;0;207
^000^;^1.00.KB^;^KINDER ÔBÔ^;^31/12/2010^;^ÔBÔ^;^.^;^.^;^.^;^.^;^CICLO B¡SICO^;^MATUTINA^;^.^;^.^;^000000^;^X^;0;208
^000^;^1.01.BA^;^PREPARATORIA ÔAÔ^;^31/12/2010^;^ÔAÔ^;^PREPARATORIA^;^.^;^.^;^SEGUNDO GRADO DE EDUCACI”N GENERAL B¡SICA^;^CICLO B¡SICO^;^MATUTINA^;^.^;^.^;^000000^;^X^;0;209
^000^;^1.01.BB^;^PREPARATORIA ÔBÔ^;^31/12/2010^;^ÔBÔ^;^PREPARATORIA^;^.^;^.^;^SEGUNDO GRADO DE EDUCACI”N GENERAL B¡SICA^;^CICLO B¡SICO^;^MATUTINA^;^.^;^.^;^000000^;^X^;0;210
^000^;^1.02.BB^;^SEGUNDO GRADO DE EGB ÔBÔ^;^31/12/2010^;^ÔBÔ^;^SEGUNDO GRADO DE EDUCACI”N GENERAL B¡SICA^;^.^;^.^;^TERCER GRADO DE EDUCACI”N GENERAL B¡SICA^;^CICLO B¡SICO^;^MATUTINA^;^.^;^.^;^000000^;^X^;0;211
^000^;^1.02.BC^;^SEGUNDO GRADO DE EGB ÔCÔ^;^31/12/2010^;^ÔCÔ^;^SEGUNDO GRADO DE EDUCACI”N GENERAL B¡SICA^;^.^;^.^;^TERCER GRADO DE EDUCACI”N GENERAL B¡SICA^;^CICLO B¡SICO^;^MATUTINA^;^.^;^.^;^000000^;^X^;0;212
^000^;^1.03.BA^;^TERCER GRADO DE EGB ÔAÔ^;^31/12/2010^;^ÔAÔ^;^TERCER GRADO DE EDUCACI”N GENERAL B¡SICA^;^.^;^.^;^CUARTO GRADO DE EDUCACI”N GENERAL B¡SICA^;^CICLO B¡SICO^;^MATUTINA^;^.^;^.^;^000000^;^X^;0;213
^000^;^1.03.BB^;^TERCER GRADO DE EGB ÔBÔ^;^31/12/2010^;^ÔBÔ^;^TERCER GRADO DE EDUCACI”N GENERAL B¡SICA^;^.^;^.^;^CUARTO GRADO DE EDUCACI”N GENERAL B¡SICA^;^CICLO B¡SICO^;^MATUTINA^;^.^;^.^;^000000^;^X^;0;214
^000^;^1.03.BC^;^TERCER GRADO DE EGB ÔCÔ^;^31/12/2010^;^ÔCÔ^;^TERCER GRADO DE EDUCACI”N GENERAL B¡SICA^;^.^;^.^;^CUARTO GRADO DE EDUCACI”N GENERAL B¡SICA^;^CICLO B¡SICO^;^MATUTINA^;^.^;^.^;^000000^;^X^;0;215
^000^;^1.05.BA^;^QUINTO GRADO DE EGB ÔAÔ^;^31/12/2010^;^ÔAÔ^;^QUINTO GRADO DE EDUCACI”N GENERAL B¡SICA^;^.^;^.^;^SEXTO GRADO DE EDUCACI”N GENERAL B¡SICA^;^CICLO B¡SICO^;^MATUTINA^;^.^;^.^;^000000^;^X^;0;216
^000^;^1.05.BB^;^QUINTO GRADO DE EGB ÔBÔ^;^31/12/2010^;^ÔBÔ^;^QUINTO GRADO DE EDUCACI”N GENERAL B¡SICA^;^.^;^.^;^SEXTO GRADO DE EDUCACI”N GENERAL B¡SICA^;^CICLO B¡SICO^;^MATUTINA^;^.^;^.^;^000000^;^X^;0;217
^000^;^1.05.BC^;^QUINTO GRADO DE EGB ÔCÔ^;^31/12/2010^;^ÔCÔ^;^QUINTO GRADO DE EDUCACI”N GENERAL B¡SICA^;^.^;^.^;^SEXTO GRADO DE EDUCACI”N GENERAL B¡SICA^;^CICLO B¡SICO^;^MATUTINA^;^.^;^.^;^000000^;^X^;0;218
^000^;^1.06.BA^;^SEXTO GRADO DE EGB ÔAÔ^;^31/12/2010^;^ÔAÔ^;^SEXTO GRADO DE EDUCACI”N GENERAL B¡SICA^;^.^;^.^;^SEPTIMO GRADO DE EDUCACI”N GENERAL B¡SICA^;^CICLO B¡SICO^;^MATUTINA^;^.^;^.^;^000000^;^X^;0;219
^000^;^1.06.BB^;^SEXTO GRADO DE EGB ÔBÔ^;^31/12/2010^;^ÔBÔ^;^SEXTO GRADO DE EDUCACI”N GENERAL B¡SICA^;^.^;^.^;^SEPTIMO GRADO DE EDUCACI”N GENERAL B¡SICA^;^CICLO B¡SICO^;^MATUTINA^;^.^;^.^;^000000^;^X^;0;220
^000^;^1.06.BC^;^SEXTO GRADO DE EGB ÔCÔ^;^31/12/2010^;^ÔCÔ^;^SEXTO GRADO DE EDUCACI”N GENERAL B¡SICA^;^.^;^.^;^SEPTIMO GRADO DE EDUCACI”N GENERAL B¡SICA^;^CICLO B¡SICO^;^MATUTINA^;^.^;^.^;^000000^;^X^;0;221
^000^;^1.07.BA^;^S…PTIMO GRADO DE EGB ÔAÔ^;^31/12/2010^;^ÔAÔ^;^SEPTIMO GRADO DE EDUCACI”N GENERAL B¡SICA^;^.^;^.^;^OCTAVO GRADO DE EDUCACI”N GENERAL B¡SICA^;^CICLO B¡SICO^;^MATUTINA^;^.^;^.^;^000000^;^X^;0;222
^000^;^1.07.BB^;^S…PTIMO GRADO DE EGB ÔBÔ^;^31/12/2010^;^ÔBÔ^;^SEPTIMO GRADO DE EDUCACI”N GENERAL B¡SICA^;^.^;^.^;^OCTAVO GRADO DE EDUCACI”N GENERAL B¡SICA^;^CICLO B¡SICO^;^MATUTINA^;^.^;^.^;^000000^;^X^;0;223
^000^;^1.07.BC^;^S…PTIMO GRADO DE EGB ÔCÔ^;^31/12/2010^;^ÔCÔ^;^SEPTIMO GRADO DE EDUCACI”N GENERAL B¡SICA^;^.^;^.^;^OCTAVO GRADO DE EDUCACI”N GENERAL B¡SICA^;^CICLO B¡SICO^;^MATUTINA^;^.^;^.^;^000000^;^X^;0;224
^000^;^2.08.BA^;^OCTAVO A—O DE EDUCACI”N B¡SICA ÔAÔ^;^31/12/2010^;^ÔAÔ^;^OCTAVO GRADO DE EDUCACI”N GENERAL B¡SICA^;^.^;^.^;^NOVENO GRADO DE EDUCACI”N GENERAL B¡SICA^;^CICLO B¡SICO^;^MATUTINA^;^.^;^.^;^000000^;^X^;0;225
^000^;^2.08.BB^;^OCTAVO A—O DE EDUCACI”N B¡SICA ÔBÔ^;^31/12/2010^;^ÔBÔ^;^OCTAVO GRADO DE EDUCACI”N GENERAL B¡SICA^;^.^;^.^;^NOVENO GRADO DE EDUCACI”N GENERAL B¡SICA^;^CICLO B¡SICO^;^MATUTINA^;^.^;^.^;^000000^;^X^;0;226
^000^;^2.08.BC^;^OCTAVO A—O DE EDUCACI”N B¡SICA ÔCÔ^;^31/12/2010^;^ÔCÔ^;^OCTAVO GRADO DE EDUCACI”N GENERAL B¡SICA^;^.^;^.^;^NOVENO GRADO DE EDUCACI”N GENERAL B¡SICA^;^CICLO B¡SICO^;^MATUTINA^;^.^;^.^;^000000^;^X^;0;227
^000^;^2.08.BD^;^OCTAVO A—O DE EDUCACI”N B¡SICA ÔDÔ^;^31/12/2010^;^ÔDÔ^;^OCTAVO GRADO DE EDUCACI”N GENERAL B¡SICA^;^.^;^.^;^NOVENO GRADO DE EDUCACI”N GENERAL B¡SICA^;^CICLO B¡SICO^;^MATUTINA^;^.^;^.^;^000000^;^X^;0;228
^000^;^2.09.BA^;^NOVENO A—O DE EDUCACI”N B¡SICA ÔAÔ^;^31/12/2010^;^ÔAÔ^;^NOVENO GRADO DE EDUCACI”N GENERAL B¡SICA^;^.^;^.^;^D…CIMO GRADO DE EDUCACI”N GENERAL B¡SICA^;^CICLO B¡SICO^;^MATUTINA^;^.^;^.^;^000000^;^X^;0;229
^000^;^2.09.BB^;^NOVENO A—O DE EDUCACI”N B¡SICA ÔBÔ^;^31/12/2010^;^ÔBÔ^;^NOVENO GRADO DE EDUCACI”N GENERAL B¡SICA^;^.^;^.^;^D…CIMO GRADO DE EDUCACI”N GENERAL B¡SICA^;^CICLO B¡SICO^;^MATUTINA^;^.^;^.^;^000000^;^X^;0;230
^000^;^2.09.BC^;^NOVENO A—O DE EDUCACI”N B¡SICA ÔCÔ^;^31/12/2010^;^ÔCÔ^;^NOVENO GRADO DE EDUCACI”N GENERAL B¡SICA^;^.^;^.^;^D…CIMO GRADO DE EDUCACI”N GENERAL B¡SICA^;^CICLO B¡SICO^;^MATUTINA^;^.^;^.^;^000000^;^X^;0;231
^000^;^2.09.BD^;^NOVENO A—O DE EDUCACI”N B¡SICA ÔDÔ^;^31/12/2010^;^ÔDÔ^;^NOVENO GRADO DE EDUCACI”N GENERAL B¡SICA^;^.^;^.^;^D…CIMO GRADO DE EDUCACI”N GENERAL B¡SICA^;^CICLO B¡SICO^;^MATUTINA^;^.^;^.^;^000000^;^X^;0;232
^000^;^2.10.BA^;^DECIMO A—O DE EDUCACI”N BASICA ÔAÔ^;^31/12/2010^;^ÔAÔ^;^D…CIMO GRADO DE EDUCACI”N GENERAL B¡SICA^;^.^;^.^;^PRIMER A—O BACHILLERATO GENERAL UNIFICADO^;^CICLO B¡SICO^;^MATUTINA^;^.^;^.^;^000000^;^X^;0;233
^000^;^2.10.BB^;^DECIMO A—O DE EDUCACI”N BASICA ÔBÔ^;^31/12/2010^;^ÔBÔ^;^D…CIMO GRADO DE EDUCACI”N GENERAL B¡SICA^;^.^;^.^;^PRIMER A—O BACHILLERATO GENERAL UNIFICADO^;^CICLO B¡SICO^;^MATUTINA^;^.^;^.^;^000000^;^X^;0;234
^000^;^2.10.BC^;^DECIMO A—O DE EDUCACI”N BASICA ÔCÔ^;^31/12/2010^;^ÔCÔ^;^D…CIMO GRADO DE EDUCACI”N GENERAL B¡SICA^;^.^;^.^;^PRIMER A—O BACHILLERATO GENERAL UNIFICADO^;^CICLO B¡SICO^;^MATUTINA^;^.^;^.^;^000000^;^X^;0;235
^000^;^2.10.BD^;^DECIMO A—O DE EDUCACI”N BASICA ÔDÔ^;^31/12/2010^;^ÔDÔ^;^D…CIMO GRADO DE EDUCACI”N GENERAL B¡SICA^;^.^;^.^;^PRIMER A—O BACHILLERATO GENERAL UNIFICADO^;^CICLO B¡SICO^;^MATUTINA^;^.^;^.^;^000000^;^X^;0;236
^000^;^3.01.BA^;^PRIMERO B.G.U; OPCI”N CIENCIAS ÔAÔ^;^31/12/2010^;^ÔAÔ^;^PRIMER A—O BACHILLERATO GENERAL UNIFICADO^;^OPCI”N CIENCIAS^;^.^;^SEGUNDO A—O BACHILLERATO GENERAL UNIFICADO^;^CICLO DIVERSIFICADO^;^MATUTINA^;^.^;^.^;^000000^;^X^;0;237
^000^;^3.01.BB^;^PRIMERO B.G.U; OPCI”N CIENCIAS ÔBÔ^;^31/12/2010^;^ÔBÔ^;^PRIMER A—O BACHILLERATO GENERAL UNIFICADO^;^OPCI”N CIENCIAS^;^.^;^SEGUNDO A—O BACHILLERATO GENERAL UNIFICADO^;^CICLO DIVERSIFICADO^;^MATUTINA^;^.^;^.^;^000000^;^X^;0;238
^000^;^3.02.BA^;^SEGUNDO B.G.U; OPCI”N CIENCIAS ÔAÔ^;^31/12/2010^;^ÔAÔ^;^SEGUNDO A—O BACHILLERATO GENERAL UNIFICADO^;^OPCI”N CIENCIAS^;^.^;^TERCER A—O BACHILLERATO GENERAL UNIFICADO^;^CICLO DIVERSIFICADO^;^MATUTINA^;^.^;^.^;^000000^;^X^;0;239
^000^;^3.02.BB^;^SEGUNDO B.G.U; OPCI”N CIENCIAS ÔBÔ^;^31/12/2010^;^ÔBÔ^;^SEGUNDO A—O BACHILLERATO GENERAL UNIFICADO^;^OPCI”N CIENCIAS^;^.^;^TERCER A—O BACHILLERATO GENERAL UNIFICADO^;^CICLO DIVERSIFICADO^;^MATUTINA^;^.^;^.^;^000000^;^X^;0;240
^000^;^3.03.BB^;^TERCERO BACHILLERATO; OPCI”N CIENCIAS ÔBÔ^;^31/12/2010^;^ÔBÔ^;^TERCER A—O BACHILLERATO EN CIENCIAS^;^ESPECIALIZACI”N QUÕMICO BIOLOG^;^.^;^CURSO INMEDIATO SUPERIOR^;^CICLO DIVERSIFICADO^;^MATUTINA^;^BACHILLER^;^EN CIENCIAS^;^030803^;^X^;0;241
^000^;^1.01.BC^;^PREPARATORIA ÔCÔ^;^31/12/2010^;^ÔCÔ^;^PREPARATORIA^;^.^;^.^;^SEGUNDO GRADO DE EDUCACI”N GENERAL B¡SICA^;^CICLO B¡SICO^;^MATUTINA^;^.^;^.^;^000000^;^X^;0;242
^000^;^1.04.BA^;^CUARTO GRADO DE EGB ÔAÔ^;^31/12/2010^;^ÔAÔ^;^CUARTO GRADO DE EDUCACI”N GENERAL B¡SICA^;^.^;^.^;^QUINTO GRADO DE EDUCACI”N GENERAL B¡SICA^;^CICLO B¡SICO^;^MATUTINA^;^.^;^.^;^000000^;^X^;0;243
^000^;^1.04.BB^;^CUARTO GRADO DE EGB ÔBÔ^;^31/12/2010^;^ÔBÔ^;^CUARTO GRADO DE EDUCACI”N GENERAL B¡SICA^;^.^;^.^;^QUINTO GRADO DE EDUCACI”N GENERAL B¡SICA^;^CICLO B¡SICO^;^MATUTINA^;^.^;^.^;^000000^;^X^;0;244
^000^;^1.03^;^TERCERO^;^31/12/2011^;^.^;^.^;^.^;^.^;^.^;^.^;^.^;^.^;^.^;^.^;^.^;0;245
^000^;^3.01.BC^;^PRIMERO B.G.U; OPCI”N CIENCIAS "C"^;^31/12/2011^;^"C"^;^PRIMER A—O BACHILLERATO GENERAL UNIFICADO^;^OPCI”N CIENCIAS^;^.^;^SEGUNDO A—O BACHILLERATO GENERAL UNIFICADO^;^CICLO DIVERSIFICADO^;^MATUTINA^;^.^;^.^;^.^;^.^;0;246
^000^;^3.02.BC^;^SEGUNDO B.G.U; OPCI”N T…CNICO "C"^;^31/12/2011^;^"C"^;^SEGUNDO A—O BACHILLERATO GENERAL UNIFICADO^;^OPCI”N T…CNICO^;^.^;^TERCER A—O BACHILLERATO GENERAL UNIFICADO^;^CICLO DIVERSIFICADO^;^MATUTINA^;^.^;^.^;^000000^;^.^;0;247
^000^;^3.02.BD^;^SEGUNDO DE BACHILLERATO CONTABILIDAD "D"^;^31/12/2011^;^"D"^;^BACHILLERATO T…CNICO^;^ESPECIALIZACI”N CONTABILIDAD Y^;^.^;^.^;^.^;^MATUTINA^;^.^;^.^;^000000^;^.^;0;248
^000^;^3.03.BC^;^TERCERO BACHILLERATO; OPCI”N CIENCIAS "C"^;^31/12/2011^;^"C"^;^TERCER A—O BACHILLERATO EN CIENCIAS^;^ESPECIALIZACI”N QUÕMICO BIOLOG^;^.^;^CURSO INMEDIATO SUPERIOR^;^CICLO DIVERSIFICADO^;^MATUTINA^;^.^;^.^;^.^;^.^;0;249
^000^;^3.03.BD^;^TERCERO BACHILLERATO; OPCI”N T…CNICO "D"^;^31/12/2011^;^"D"^;^TERCER A—O BACHILLERATO T…CNICO^;^ESPECIALIZACI”N CONTABILIDAD Y^;^.^;^CURSO INMEDIATO SUPERIOR^;^CICLO DIVERSIFICADO^;^MATUTINA^;^CONTADOR BACHILLER^;^EN CIENCIAS DE COMERCIO Y ADMINISTRACI”N^;^030541^;^.^;0;250
^000^;^1.00^;^INICIAL^;^31/12/2011^;^.^;^.^;^.^;^.^;^.^;^.^;^.^;^.^;^.^;^.^;^.^;0;251
^000^;^1.01^;^PRIMERO^;^31/12/2011^;^.^;^.^;^.^;^.^;^.^;^.^;^.^;^.^;^.^;^.^;^.^;0;252
^000^;^1.02^;^SEGUNDO^;^31/12/2011^;^.^;^.^;^.^;^.^;^.^;^.^;^.^;^.^;^.^;^.^;^.^;0;253
^000^;^1.04^;^CUARTO^;^31/12/2011^;^.^;^.^;^.^;^.^;^.^;^.^;^.^;^.^;^.^;^.^;^.^;0;254
^000^;^1.05^;^QUINTO^;^31/12/2011^;^.^;^.^;^.^;^.^;^.^;^.^;^.^;^.^;^.^;^.^;^.^;0;255
^000^;^1.06^;^SEXTO^;^31/12/2011^;^.^;^.^;^.^;^.^;^.^;^.^;^.^;^.^;^.^;^.^;^.^;0;256
^000^;^1.07^;^S…PTIMO^;^31/12/2011^;^.^;^.^;^.^;^.^;^.^;^.^;^.^;^.^;^.^;^.^;^.^;0;257
^000^;^2.09.BC^;^NOVENO A—O DE EDUCACI”N B¡SICA "C"^;^31/12/2011^;^"C"^;^NOVENO GRADO DE EDUCACI”N GENERAL B¡SICA^;^.^;^.^;^D…CIMO GRADO DE EDUCACI”N GENERAL B¡SICA^;^CICLO B¡SICO^;^MATUTINA^;^.^;^.^;^000000^;^X^;0;258
^000^;^2.10.BB^;^DECIMO A—O DE EDUCACI”N BASICA "B"^;^31/12/2011^;^"B"^;^D…CIMO GRADO DE EDUCACI”N GENERAL B¡SICA^;^.^;^.^;^PRIMER A—O BACHILLERATO GENERAL UNIFICADO^;^CICLO B¡SICO^;^MATUTINA^;^.^;^.^;^000000^;^X^;0;259
^000^;^2.10.BC^;^DECIMO A—O DE EDUCACI”N BASICA "C"^;^31/12/2011^;^"C"^;^D…CIMO GRADO DE EDUCACI”N GENERAL B¡SICA^;^.^;^.^;^PRIMER A—O BACHILLERATO GENERAL UNIFICADO^;^CICLO B¡SICO^;^MATUTINA^;^.^;^.^;^000000^;^X^;0;260
^000^;^2.10.BD^;^DECIMO A—O DE EDUCACI”N BASICA "D"^;^31/12/2011^;^"D"^;^D…CIMO GRADO DE EDUCACI”N GENERAL B¡SICA^;^.^;^.^;^PRIMER A—O BACHILLERATO GENERAL UNIFICADO^;^CICLO B¡SICO^;^MATUTINA^;^.^;^.^;^000000^;^X^;0;261
^000^;^3.01.BA^;^PRIMERO B.G.U; OPCI”N CIENCIAS "A"^;^31/12/2011^;^"A"^;^PRIMER A—O BACHILLERATO GENERAL UNIFICADO^;^OPCI”N CIENCIAS^;^.^;^SEGUNDO A—O BACHILLERATO GENERAL UNIFICADO^;^CICLO DIVERSIFICADO^;^MATUTINA^;^.^;^.^;^000000^;^X^;0;262
^000^;^3.01.BB^;^PRIMERO B.G.U; OPCI”N CIENCIAS "B"^;^31/12/2011^;^"B"^;^PRIMER A—O BACHILLERATO GENERAL UNIFICADO^;^OPCI”N CIENCIAS^;^.^;^SEGUNDO A—O BACHILLERATO GENERAL UNIFICADO^;^CICLO DIVERSIFICADO^;^MATUTINA^;^.^;^.^;^000000^;^X^;0;263
^000^;^3.01.CC^;^PRIMERO BACHILLERATO COMUN^;^31/12/2011^;^.^;^BACHILLERATO T…CNICO EN^;^COMERCIO Y ADMINISTRACI”N^;^.^;^.^;^COM⁄N^;^MATUTINA^;^.^;^.^;^000000^;^X^;0;264
^000^;^3.01.FM^;^PRIMERO BACHILLERATO FM^;^31/12/2011^;^.^;^BACHILLERATO EN CIENCIAS^;^ESPECIALIZACI”N FÕSICO MATEM¡T^;^.^;^.^;^CICLO DIVERSIFICADO^;^MATUTINA^;^.^;^.^;^000000^;^X^;0;265
^000^;^3.02.BA^;^SEGUNDO B.G.U; OPCI”N CIENCIAS "A"^;^31/12/2011^;^"A"^;^SEGUNDO A—O BACHILLERATO GENERAL UNIFICADO^;^OPCI”N CIENCIAS^;^.^;^TERCER A—O BACHILLERATO GENERAL UNIFICADO^;^CICLO DIVERSIFICADO^;^MATUTINA^;^.^;^.^;^000000^;^X^;0;266
^000^;^3.02.BB^;^SEGUNDO B.G.U; OPCI”N CIENCIAS "B"^;^31/12/2011^;^"B"^;^SEGUNDO A—O BACHILLERATO GENERAL UNIFICADO^;^OPCI”N CIENCIAS^;^.^;^TERCER A—O BACHILLERATO GENERAL UNIFICADO^;^CICLO DIVERSIFICADO^;^MATUTINA^;^.^;^.^;^000000^;^X^;0;267
^000^;^3.02.CC^;^SEGUNDO BACHI. COM Y ADM. CONTAB^;^31/12/2011^;^.^;^BACHILLERATO T…CNICO EN COMERCIO Y ADMINISTRACI”N^;^ESPECIALIZACI”N CONTABILIDAD^;^.^;^.^;^CICLO DIVERSIFICADO^;^MATUTINA^;^.^;^.^;^000000^;^X^;0;268
^000^;^3.02.FM^;^SEGUNDO BACHILLERATO FM^;^31/12/2011^;^.^;^BACHILLERATO EN CIENCIAS^;^ESPECIALIZACI”N FÕSICO MATEM¡T^;^.^;^.^;^CICLO DIVERSIFICADO^;^MATUTINA^;^.^;^.^;^000000^;^X^;0;269
^000^;^3.03.BB^;^TERCERO BACHILLERATO; OPCI”N CIENCIAS "B"^;^31/12/2011^;^"B"^;^TERCER A—O BACHILLERATO EN CIENCIAS^;^ESPECIALIZACI”N QUÕMICO BIOLOG^;^.^;^CURSO INMEDIATO SUPERIOR^;^CICLO DIVERSIFICADO^;^MATUTINA^;^BACHILLER^;^EN CIENCIAS^;^030803^;^X^;0;270
^000^;^3.03.FM^;^TERCERO BACHILLERATO FM^;^31/12/2011^;^.^;^BACHILLERATO EN CIENCIAS^;^ESPECIALIZACI”N FÕSICO MATEM¡T^;^.^;^.^;^CICLO DIVERSIFICADO^;^MATUTINA^;^BACHILLER^;^EN CIENCIAS^;^030802^;^X^;0;271
^000^;^3.03.CC^;^TERCERO BACHI. COM. Y ADM. CONT.^;^31/12/2011^;^.^;^BACHILLERATO T…CNICO EN COMERCIO Y ADMINISTRACI”N^;^ESPECIALIZACI”N CONTABILIDAD^;^.^;^.^;^CICLO DIVERSIFICADO^;^MATUTINA^;^CONTADOR BACHILLER^;^EN CIENCIAS DE COMERCIO Y ADMINISTRACI”N^;^030541^;^.^;0;272
^000^;^1^;^B¡SICO^;^31/12/2011^;^.^;^.^;^.^;^.^;^.^;^.^;^.^;^.^;^.^;^.^;^.^;0;273
^000^;^3^;^BACHILLERATO^;^31/12/2011^;^.^;^.^;^.^;^.^;^.^;^.^;^.^;^.^;^.^;^.^;^.^;0;274
^000^;^2.08^;^OCTAVO^;^31/12/2011^;^.^;^.^;^.^;^.^;^.^;^.^;^.^;^.^;^.^;^.^;^.^;0;275
^000^;^2.09^;^NOVENO^;^31/12/2011^;^.^;^.^;^.^;^.^;^.^;^.^;^.^;^.^;^.^;^.^;^.^;0;276
^000^;^2.10^;^DECIMO^;^31/12/2011^;^.^;^.^;^.^;^.^;^.^;^.^;^.^;^.^;^.^;^.^;^.^;0;277
^000^;^3.01^;^PRIMERO BACHILLERATO^;^31/12/2011^;^.^;^.^;^.^;^.^;^.^;^.^;^.^;^.^;^.^;^.^;^.^;0;278
^000^;^3.02^;^SEGUNDO BACHILLERATO^;^31/12/2011^;^.^;^.^;^.^;^.^;^.^;^.^;^.^;^.^;^.^;^.^;^.^;0;279
^000^;^3.03^;^TERCERO BACHILLERATO^;^31/12/2011^;^.^;^.^;^.^;^.^;^.^;^.^;^.^;^.^;^.^;^.^;^.^;0;280
^000^;^1.01.BB^;^PREPARATORIA "B"^;^31/12/2011^;^"B"^;^PREPARATORIA^;^.^;^.^;^SEGUNDO GRADO DE EDUCACI”N GENERAL B¡SICA^;^CICLO B¡SICO^;^MATUTINA^;^.^;^.^;^000000^;^X^;0;281
^000^;^1.00.KB^;^KINDER "B"^;^31/12/2011^;^"B"^;^.^;^.^;^.^;^.^;^CICLO B¡SICO^;^MATUTINA^;^.^;^.^;^000000^;^X^;0;282
