Item;TP;Campo;Encabezado;Pos_X;Pos_Y;Tamaño;X;ID
^000^;^NC^;3;^Fecha de Emision^;11.1;2.2000000000000002;0.0;^.^;662
^000^;^NC^;4;^Fecha de Anulacion^;11.1;2.6000000000000001;0.0;^.^;663
^000^;^NC^;5;^Nombre Cliente^;0.0;0.0;0.0;^.^;664
^000^;^NC^;7;^Grupo del Cliente^;0.0;0.0;0.0;^.^;665
^000^;^NC^;10;^Ciudad^;0.0;0.0;0.0;^.^;666
^000^;^NC^;11;^RUC_CI^;10.699999999999999;3.2000000000000002;0.0;^.^;667
^000^;^NC^;12;^Nota Credito No^;0.0;0.0;0.0;^.^;668
^000^;^NC^;13;^Serie de la Factura^;1.0;1.0;0.0;^.^;669
^000^;^NC^;14;^DETALLE DE N/C^;0.0;3.5;0.0;^.^;670
^000^;^NC^;15;^Codigo Producto^;0.5;3.5;0.0;^.^;671
^000^;^NC^;16;^Cantidad^;0.0;3.5;0.0;^.^;672
^000^;^NC^;17;^Descripcion^;2.0;3.5;0.0;^.^;673
^000^;^NC^;18;^Ancho Descripcion^;6.0;3.5;0.0;^.^;674
^000^;^NC^;19;^Valor P.V.P^;0.0;3.5;0.0;^.^;675
^000^;^NC^;21;^PIE DE LA N/C^;0.0;0.0;0.0;^.^;676
^000^;^NC^;22;^SubTotal^;10.0;7.0;0.0;^.^;677
^000^;^NC^;23;^Total Con IVA^;10.0;7.4000000000000004;0.0;^.^;678
^000^;^NC^;24;^Total Sin IVA^;10.0;7.7999999999999998;0.0;^.^;679
^000^;^NC^;25;^Valor I.V.A^;10.0;8.1999999999999993;0.0;^.^;680
^000^;^NC^;26;^I.V.A.12%^;10.0;8.1999999999999993;0.0;^.^;681
^000^;^NC^;27;^Total Facturado^;7.7999999999999998;7.5999999999999996;0.0;^.^;682
^000^;^NC^;28;^Autorizacion de Factura^;0.0;0.0;0.0;^.^;683
^000^;^NC^;29;^Direccion Izquierda^;0.0;0.0;0.0;^.^;684
^000^;^NC^;30;^Direccion Derecha^;0.0;0.0;0.0;^.^;685
^000^;^NC^;31;^Mes de Facturacion^;0.0;0.0;0.0;^.^;686
^000^;^NC^;32;^Palabra: Consumidor Final^;4.7999999999999998;2.7000000000000002;0.0;^.^;687
^000^;^NC^;33;^Deuda Anterior^;7.2999999999999998;11.9;0.0;^.^;688
^000^;^NC^;34;^Valor a Pagar^;7.2999999999999998;12.4;0.0;^.^;689
^000^;^NC^;35;^Recorrido de Factura^;0.0;0.0;0.0;^.^;690
^000^;^NC^;36;^RUC/CI/CONSUMIDOR FINAL^;4.0;4.4000000000000004;0.0;^.^;691
^000^;^NC^;37;^Codigo Referencia Banco^;0.80000000000000004;4.4000000000000004;0.0;^.^;692
^000^;^NC^;38;^Inicio de la Factura^;0.01;0.01;0.0;^.^;693
^000^;^NC^;39;^Descuento en Ventas^;16.5;9.6500000000000004;0.0;^.^;694
^000^;^NC^;40;^Hora de Proceso^;1.0;1.0;0.0;^.^;695
^000^;^NC^;41;^Direccion del Representan^;0.0;0.0;0.0;^.^;696
^000^;^NC^;42;^Total=SubTotal-Descuento^;0.0;0.0;0.0;^.^;697
^000^;^NC^;43;^Palabra: Descuento^;0.0;0.0;0.0;^.^;698
^000^;^NC^;45;^Telefono del Trabajo^;0.0;0.0;0.0;^.^;699
^000^;^NC^;46;^Numeracion de la Vivienda^;0.0;0.0;0.0;^.^;700
^000^;^NC^;47;^PVP2 en detalle Factura^;0.0;0.0;0.0;^.^;701
^000^;^NC^;63;^FA o NV: Original y Copia^;1.0;1.0;0.0;^.^;702
^000^;^NC^;64;^Representante^;3.2999999999999998;3.5;0.0;^.^;703
^000^;^NC^;65;^Observacion de la Factura^;1.5;11.9;0.0;^.^;704
^000^;^NC^;66;^Detalle del Abono^;0.0;0.0;0.0;^.^;705
^000^;^NC^;75;^Tipo de Abono^;0.0;0.0;0.0;^.^;706
^000^;^NC^;76;^Palabra: Tipo Abono^;0.0;0.0;0.0;^.^;707
^000^;^NC^;78;^Posicion de la NC^;0.01;0.01;0.0;^.^;708
^000^;^NC^;79;^Ancho y Alto NC^;0.40000000000000002;10.0;0.0;^.^;709
^000^;^NC^;6;^Codigo del Cliente^;0.0;0.0;10.0;^X^;710
^000^;^NC^;8;^Direccion del Cliente^;2.3999999999999999;5.0999999999999996;10.0;^X^;711
^000^;^NC^;9;^Telefono[s]^;10.4;4.4000000000000004;10.0;^X^;712
^000^;^NC^;20;^Total [Cantidad*P.V.P.]^;10.9;7.0999999999999996;10.0;^X^;713
^000^;^NC^;44;^Fecha: Ciudad dd/ENE/Ano^;0.0;0.0;10.0;^X^;714
^000^;^NV^;1;^ENCABEZADO DE LA NOTA VENTA^;0.0;0.0;0.0;^.^;715
^000^;^NV^;2;^Factura No^;0.0;0.0;0.0;^.^;716
^000^;^NV^;5;^Fecha: Ciudad dd/MM/aaaa^;0.0;0.0;0.0;^.^;717
^000^;^NV^;6;^Nombre Cliente^;2.5;3.7000000000000002;0.0;^.^;718
^000^;^NV^;10;^Ciudad^;0.0;0.0;0.0;^.^;719
^000^;^NV^;11;^RUC_CI^;11.5;3.7000000000000002;0.0;^.^;720
^000^;^NV^;12;^E_mail^;14.5;4.5;0.0;^.^;721
^000^;^NV^;13;^Nota^;3.0;0.0;0.0;^.^;722
^000^;^NV^;14;^Observacion^;2.0;14.199999999999999;0.0;^.^;723
^000^;^NV^;15;^Vendedor^;1.0;12.1;0.0;^.^;724
^000^;^NV^;16;^Banco^;0.0;0.0;0.0;^.^;725
^000^;^NV^;17;^Cheque^;0.0;0.0;0.0;^.^;726
^000^;^NV^;18;^Forma de Pago^;0.0;0.0;0.0;^.^;727
^000^;^NV^;19;^DETALLE DE LA FACTURA^;0.0;0.0;0.0;^.^;728
^000^;^NV^;20;^Codigo Producto^;0.0;5.7999999999999998;0.0;^.^;729
^000^;^NV^;21;^Cantidad^;1.5;5.7999999999999998;0.0;^.^;730
^000^;^NV^;22;^Descripcion^;2.5;5.7999999999999998;0.0;^.^;731
^000^;^NV^;23;^Ancho Descripcion^;6.0;0.0;0.0;^.^;732
^000^;^NV^;24;^Reposicion^;0.0;0.0;0.0;^.^;733
^000^;^NV^;25;^Valor P.V.P^;9.0;5.7999999999999998;0.0;^.^;734
^000^;^NV^;27;^PIE DE LA FACTURA^;0.0;0.0;0.0;^.^;735
^000^;^NV^;28;^SubTotal^;11.5;10.199999999999999;0.0;^.^;736
^000^;^NV^;29;^Total Sin I.V.A^;0.0;0.0;0.0;^.^;737
^000^;^NV^;30;^Total Con I.V.A^;0.0;0.0;0.0;^.^;738
^000^;^NV^;31;^Porcentaje Con I.V.A. 12%^;0.0;0.0;0.0;^.^;739
^000^;^NV^;32;^Valor I.V.A^;11.5;11.6;0.0;^.^;740
^000^;^NV^;33;^Porcentaje I.V.A. 12%^;10.0;11.6;0.0;^.^;741
^000^;^NV^;34;^Total Descuento^;0.0;0.0;0.0;^.^;742
^000^;^NV^;35;^Palabra Descuento^;0.0;0.0;0.0;^.^;743
^000^;^NV^;36;^Total Facturado^;0.0;0.0;0.0;^.^;744
^000^;^NV^;37;^Total en Letras^;0.0;0.0;0.0;^.^;745
^000^;^NV^;38;^Saldo Pendiente^;0.0;0.0;0.0;^.^;746
^000^;^NV^;39;^Porcentaje Con I.V.A. 12%^;0.0;0.0;0.0;^.^;747
^000^;^NV^;40;^Valor I.V.A^;11.5;11.6;0.0;^.^;748
^000^;^NV^;41;^Porcentaje I.V.A. 12%^;10.0;11.6;0.0;^.^;749
^000^;^NV^;42;^Total Descuento^;0.0;0.0;0.0;^.^;750
^000^;^NV^;43;^Palabra Descuento^;0.0;0.0;0.0;^.^;751
^000^;^NV^;44;^Total Facturado^;0.0;0.0;0.0;^.^;752
^000^;^NV^;45;^Total en Letras^;0.0;0.0;0.0;^.^;753
^000^;^NV^;46;^Saldo Pendiente^;0.0;0.0;0.0;^.^;754
^000^;^NV^;47;^Autorizacion de Factura^;0.0;0.0;0.0;^.^;755
^000^;^NV^;48;^Total Comision^;0.0;0.0;0.0;^.^;756
^000^;^NV^;49;^Total Servicio^;0.0;0.0;0.0;^.^;757
^000^;^NV^;50;^CxC Clientes^;0.0;0.0;0.0;^.^;758
^000^;^NV^;51;^DAU^;1.0;1.0;0.0;^.^;759
^000^;^NV^;52;^FUE^;1.0;1.0;0.0;^.^;760
^000^;^NV^;53;^Declaracion Aduanera^;1.0;1.0;0.0;^.^;761
^000^;^NV^;54;^Guia de Remision^;1.0;1.0;0.0;^.^;762
^000^;^NV^;55;^Factura Comercial Aduaner^;1.0;1.0;0.0;^.^;763
^000^;^NV^;56;^Carta Porte^;1.0;1.0;0.0;^.^;764
^000^;^NV^;57;^Cantidad Aduanera^;0.0;0.0;0.0;^.^;765
^000^;^NV^;58;^Kilos Bruto^;0.0;0.0;0.0;^.^;766
^000^;^NV^;64;^Representante^;1.0;1.0;0.0;^.^;767
^000^;^NV^;65;^CI_Representante^;1.0;1.0;0.0;^.^;768
^000^;^NV^;67;^Fecha de Inscripcion RUC^;0.0;0.0;0.0;^.^;769
^000^;^NV^;75;^Tipo de Abono^;0.0;0.0;0.0;^.^;770
^000^;^NV^;76;^Palabra: Tipo Abono^;0.0;0.0;0.0;^.^;771
^000^;^NV^;77;^Visto en Tipo Abono^;0.0;0.0;0.0;^.^;772
^000^;^NV^;3;^Fecha: dd/ENE/Ano^;2.5;3.1000000000000001;11.0;^X^;773
^000^;^NV^;4;^Fecha: dd/Enero/Ano^;0.0;0.0;11.0;^X^;774
^000^;^NV^;7;^Codigo del Cliente^;0.0;0.0;11.0;^X^;775
^000^;^NV^;8;^Direccion del Cliente^;2.5;4.2999999999999998;11.0;^X^;776
^000^;^NV^;9;^Telefono[s]^;11.0;4.2999999999999998;11.0;^X^;777
^000^;^NV^;26;^Total [Cantidad*P.V.P.]^;12.0;5.7999999999999998;8.0;^X^;778
^000^;^OP^;1;^ENCABEZADO DE LA ORDEN PRODUCCION^;0.0;0.0;0.0;^.^;779
^000^;^OP^;2;^Factura No^;5.5;16.699999999999999;0.0;^.^;780
^000^;^OP^;7;^Fecha: Ciudad dd/MM/aaaa^;0.0;0.0;0.0;^.^;781
^000^;^OP^;8;^Nombre Cliente^;2.7999999999999998;2.7000000000000002;0.0;^.^;782
^000^;^OP^;12;^Ciudad^;3.0;4.5999999999999996;0.0;^.^;783
^000^;^OP^;13;^RUC_CI^;2.7999999999999998;3.3999999999999999;0.0;^.^;784
^000^;^OP^;15;^E_mail^;0.0;0.0;0.0;^.^;785
^000^;^OP^;16;^Observacion/Mercaderia^;0.0;0.0;0.0;^.^;786
^000^;^OP^;17;^Nota^;0.0;0.0;0.0;^.^;787
^000^;^OP^;18;^Vendedor^;0.0;0.0;0.0;^.^;788
^000^;^OP^;19;^Banco^;0.0;0.0;0.0;^.^;789
^000^;^OP^;20;^Cheque^;0.0;0.0;0.0;^.^;790
^000^;^OP^;21;^Forma de Pago^;0.0;0.0;0.0;^.^;791
^000^;^OP^;22;^DETALLE DE LA FACTURA^;9.8000000000000007;5.9000000000000004;0.0;^.^;792
^000^;^OP^;23;^Codigo Producto^;0.0;5.9000000000000004;0.0;^.^;793
^000^;^OP^;24;^Cantidad^;1.5;5.9000000000000004;0.0;^.^;794
^000^;^OP^;25;^Descripcion^;2.7999999999999998;5.9000000000000004;0.0;^.^;795
^000^;^OP^;26;^Detalle^;7.0;5.9000000000000004;0.0;^.^;796
^000^;^OP^;27;^Reposicion^;0.0;5.9000000000000004;0.0;^.^;797
^000^;^OP^;28;^Valor P.V.P^;10.4;5.9000000000000004;0.0;^.^;798
^000^;^OP^;30;^Codigo de Barra^;0.0;5.9000000000000004;0.0;^.^;799
^000^;^OP^;31;^Ninguno^;0.0;5.9000000000000004;0.0;^.^;800
^000^;^OP^;32;^Unidad^;0.0;6.4000000000000004;0.0;^.^;801
^000^;^OP^;33;^Ruta / Nombre Alumno^;0.0;6.4000000000000004;0.0;^.^;802
^000^;^OP^;34;^Tonelaje^;0.0;6.4000000000000004;0.0;^.^;803
^000^;^OP^;35;^PIE DE LA FACTURA^;0.0;0.0;0.0;^.^;804
^000^;^OP^;36;^SubTotal^;12.6;17.699999999999999;0.0;^.^;805
^000^;^OP^;37;^Total Sin I.V.A^;12.6;17.199999999999999;0.0;^.^;806
^000^;^OP^;38;^Total Con I.V.A^;12.6;16.699999999999999;0.0;^.^;807
^000^;^OP^;39;^Porcentaje Con I.V.A. 12%^;11.800000000000001;16.699999999999999;0.0;^.^;808
^000^;^OP^;40;^Valor I.V.A^;12.6;18.199999999999999;0.0;^.^;809
^000^;^OP^;41;^Porcentaje I.V.A. 12%^;11.800000000000001;18.199999999999999;0.0;^.^;810
^000^;^OP^;42;^Total Descuento^;2.0;0.0;0.0;^.^;811
^000^;^OP^;43;^Palabra Descuento^;0.0;0.0;0.0;^.^;812
^000^;^OP^;44;^Total Facturado^;12.6;18.699999999999999;0.0;^.^;813
^000^;^OP^;45;^Total en Letras^;0.0;0.0;0.0;^.^;814
^000^;^OP^;46;^Saldo Pendiente^;0.0;0.0;0.0;^.^;815
^000^;^OP^;47;^Autorizacion de Factura^;0.0;0.0;0.0;^.^;816
^000^;^OP^;48;^Total Comision^;0.0;0.0;0.0;^.^;817
^000^;^OP^;49;^Total Servicio^;0.0;0.0;0.0;^.^;818
^000^;^OP^;50;^CxC Clientes^;0.0;0.0;0.0;^.^;819
^000^;^OP^;51;^DAU^;0.0;0.0;0.0;^.^;820
^000^;^OP^;52;^FUE^;0.0;0.0;0.0;^.^;821
^000^;^OP^;53;^Declaracion Aduanera^;0.0;0.0;0.0;^.^;822
^000^;^OP^;54;^Guia de Remision^;0.0;0.0;0.0;^.^;823
^000^;^OP^;55;^Factura Comercial Aduaner^;0.0;0.0;0.0;^.^;824
^000^;^OP^;56;^Carta Porte^;0.0;0.0;0.0;^.^;825
^000^;^OP^;57;^Cantidad Aduanera^;0.0;0.0;0.0;^.^;826
^000^;^OP^;58;^Kilos Bruto^;0.0;0.0;0.0;^.^;827
^000^;^OP^;59;^Palabra: Saldo Pendiente^;0.0;0.0;0.0;^.^;828
^000^;^OP^;60;^Fecha Emision Dia^;0.0;0.0;0.0;^.^;829
^000^;^OP^;61;^Fecha Emision Mes^;0.0;0.0;0.0;^.^;830
^000^;^OP^;63;^Hora de Proceso^;1.3999999999999999;16.199999999999999;0.0;^.^;831
^000^;^OP^;64;^Representante^;0.0;0.0;0.0;^.^;832
^000^;^OP^;65;^Cedula del Representante^;0.0;0.0;0.0;^.^;833
^000^;^OP^;66;^SubTotal - Descuento^;0.0;0.0;0.0;^.^;834
^000^;^OP^;67;^Fecha de Inscripcion RUC^;2.0;2.0;0.0;^.^;835
^000^;^OP^;3;^Fecha Emision: dd/ENE/Ano^;11.5;3.3999999999999999;10.0;^X^;836
^000^;^OP^;4;^Fecha Emision: dd ENE Ano^;0.0;0.0;10.0;^X^;837
^000^;^OP^;5;^Fecha Vencimi: dd/ENE/Ano^;0.0;0.0;10.0;^X^;838
^000^;^OP^;6;^Fecha Vencimi: dd ENE Ano^;0.0;0.0;10.0;^X^;839
^000^;^OP^;9;^Codigo del Cliente^;0.0;0.0;10.0;^X^;840
^000^;^OP^;10;^Codigo Grupo^;0.0;0.0;10.0;^X^;841
^000^;^OP^;11;^Direccion del Cliente^;2.8999999999999999;4.0;10.0;^X^;842
^000^;^OP^;14;^Telefono[s]^;11.699999999999999;4.5999999999999996;10.0;^X^;843
^000^;^OP^;29;^Total [Cantidad*P.V.P.]^;12.6;5.9000000000000004;10.0;^X^;844
^000^;^OP^;62;^Fecha Emision Ano^;0.0;0.0;10.0;^X^;845
^000^;^P+^;1;^ENCABEZADO DE LA FACTURA^;0.0;0.0;0.0;^.^;846
^000^;^RB^;1;^ENCABEZADO RECIBO BANCO^;0.20000000000000001;0.20000000000000001;0.0;^.^;847
^000^;^RB^;2;^Factura No^;6.7000000000000002;1.6499999999999999;0.0;^.^;848
^000^;^RB^;5;^Nombre Cliente^;0.80000000000000004;2.9500000000000002;0.0;^.^;849
^000^;^RB^;7;^Grupo del Cliente^;7.7999999999999998;3.7000000000000002;0.0;^.^;850
^000^;^RB^;10;^Ciudad^;0.0;0.0;0.0;^.^;851
^000^;^RB^;11;^RUC_CI^;0.80000000000000004;3.6000000000000001;0.0;^.^;852
^000^;^RB^;12;^Vendedor^;0.0;0.0;0.0;^.^;853
^000^;^RB^;13;^Grupo No^;0.0;0.0;0.0;^.^;854
^000^;^RB^;14;^DETALLE DE LA FACTURA^;0.0;6.0;0.0;^.^;855
^000^;^RB^;15;^Codigo Producto^;0.0;6.0;0.0;^.^;856
^000^;^RB^;16;^Cantidad^;0.0;6.0;0.0;^.^;857
^000^;^RB^;17;^Descripcion^;0.80000000000000004;6.0;0.0;^.^;858
^000^;^RB^;18;^Ancho Descripcion^;4.5;6.0;0.0;^.^;859
^000^;^RB^;19;^Valor P.V.P^;5.5999999999999996;6.0;0.0;^.^;860
^000^;^RB^;21;^PIE DE LA FACTURA^;0.0;0.0;0.0;^.^;861
^000^;^RB^;22;^Sub Total^;0.0;0.0;0.0;^.^;862
^000^;^RB^;23;^Total Con IVA^;0.0;0.0;0.0;^.^;863
^000^;^RB^;24;^Total Sin IVA^;0.0;0.0;0.0;^.^;864
^000^;^RB^;25;^Valor I.V.A^;0.0;0.0;0.0;^.^;865
^000^;^RB^;26;^Porcentaje I.V.A. 12%^;0.0;0.0;0.0;^.^;866
^000^;^RB^;27;^Total Facturado^;7.2999999999999998;11.4;0.0;^.^;867
^000^;^RB^;28;^Autorizacion de Factura^;1.0;13.25;0.0;^.^;868
^000^;^RB^;29;^Direccion Izquierda^;0.0;0.0;0.0;^.^;869
^000^;^RB^;30;^Direccion Derecha^;0.0;0.0;0.0;^.^;870
^000^;^RB^;31;^Mes de Facturacion^;0.0;0.0;0.0;^.^;871
^000^;^RB^;32;^Palabra: Consumidor Final^;4.7999999999999998;2.7000000000000002;0.0;^.^;872
^000^;^RB^;33;^Deuda Anterior^;7.2999999999999998;11.9;0.0;^.^;873
^000^;^RB^;34;^Valor a Pagar^;7.2999999999999998;12.4;0.0;^.^;874
^000^;^RB^;35;^Recorrido de Factura^;0.0;0.0;0.0;^.^;875
^000^;^RB^;36;^R.U.C. CONSUMIDOR FINAL^;4.0;4.4000000000000004;0.0;^.^;876
^000^;^RB^;37;^Codigo Referencia Banco^;0.80000000000000004;4.4000000000000004;0.0;^.^;877
^000^;^RB^;38;^Inicio de la Factura^;0.01;0.01;0.0;^.^;878
^000^;^RB^;39;^Descuento en Ventas^;7.4000000000000004;10.699999999999999;0.0;^.^;879
^000^;^RB^;40;^Hora de Proceso^;0.0;0.0;0.0;^.^;880
^000^;^RB^;41;^Direccion Representante^;2.0;4.7999999999999998;0.0;^.^;881
^000^;^RB^;42;^Total=SubTotal-Descuento^;0.0;0.0;0.0;^.^;882
^000^;^RB^;43;^Palabra: Descuento^;0.0;0.0;0.0;^.^;883
^000^;^RB^;63;^FA o NV: Original y Copia^;0.0;0.0;0.0;^.^;884
^000^;^RB^;64;^Representante^;0.59999999999999998;5.5;0.0;^.^;885
^000^;^RB^;65;^Observacion de la Factura^;0.0;0.0;0.0;^.^;886
^000^;^RB^;66;^Detalle del Abono^;0.0;0.0;0.0;^.^;887
^000^;^RB^;67;^Alto y Posicion X de FA^;10.5;14.5;0.0;^.^;888
^000^;^RB^;68;^Espacio en las facturas^;0.01;0.01;0.0;^.^;889
^000^;^RB^;3;^Fecha Emision: dd/ENE/Ano^;7.7999999999999998;2.8999999999999999;9.0;^X^;890
^000^;^RB^;4;^Fecha Vencimi: dd/ENE/Ano^;7.7999999999999998;4.4000000000000004;9.0;^X^;891
^000^;^RB^;6;^Codigo del Cliente^;0.0;0.0;9.0;^X^;892
^000^;^RB^;8;^Direccion del Cliente^;3.1000000000000001;3.7000000000000002;9.0;^X^;893
^000^;^RB^;9;^Telefono[s]^;0.0;0.0;9.0;^X^;894
^000^;^RB^;20;^Total [Cantidad*P.V.P.]^;7.4000000000000004;6.0;9.0;^X^;895
^000^;^RB^;44;^Fecha: Ciudad dd/ENE/Ano^;0.0;0.0;9.0;^X^;896
^000^;^RC^;1;^Ingreso No^;5.7000000000000002;2.2000000000000002;0.0;^.^;897
^000^;^RC^;2;^Fecha de Ingreso^;1.3;3.2000000000000002;0.0;^.^;898
^000^;^RC^;3;^Recibido de^;1.7;4.0;0.0;^.^;899
^000^;^RC^;4;^R.U.C. o C.I^;6.0;11.5;0.0;^.^;900
^000^;^RC^;5;^Por Concepto de^;0.5;6.0999999999999996;0.0;^.^;901
^000^;^RC^;7;^Cantidad en Letras^;2.0;4.5999999999999996;0.0;^.^;902
^000^;^RC^;8;^SubTotal^;6.7000000000000002;8.9000000000000004;0.0;^.^;903
^000^;^RC^;9;^IVA^;6.7000000000000002;9.4000000000000004;0.0;^.^;904
^000^;^RC^;6;^Cantidad en Numero^;6.5999999999999996;3.2000000000000002;8.0;^X^;905
^000^;^RE^;1;^Ingreso No^;16.800000000000001;0.29999999999999999;0.0;^.^;906
^000^;^RE^;2;^Fecha de Ingreso^;16.5;1.1000000000000001;0.0;^.^;907
^000^;^RE^;3;^Recibido de^;3.0;2.5499999999999998;0.0;^.^;908
^000^;^RE^;4;^R.U.C. o C.I^;15.5;2.5499999999999998;0.0;^.^;909
^000^;^RE^;5;^Por Concepto de^;3.0;5.0999999999999996;0.0;^.^;910
^000^;^RE^;7;^Cantidad en Letras^;3.5;3.1000000000000001;0.0;^.^;911
^000^;^RE^;8;^Efectivo S/^;3.1000000000000001;4.5;0.0;^.^;912
^000^;^RE^;9;^Cheques S/^;3.1000000000000001;4.0999999999999996;0.0;^.^;913
^000^;^RE^;10;^Banco^;7.0999999999999996;4.0999999999999996;0.0;^.^;914
^000^;^RE^;11;^Cta./Cte. No^;13.199999999999999;4.0999999999999996;0.0;^.^;915
^000^;^RE^;12;^Cheque No^;17.300000000000001;4.0999999999999996;0.0;^.^;916
^000^;^RE^;13;^CODIGO^;0.5;7.0;0.0;^.^;917
^000^;^RE^;14;^CONCEPTO^;3.5;7.0;0.0;^.^;918
^000^;^RE^;15;^PARCIAL_ME^;10.5;7.0;0.0;^.^;919
^000^;^RE^;16;^DEBE^;13.5;7.0;0.0;^.^;920
^000^;^RE^;17;^HABER^;16.5;7.0;0.0;^.^;921
^000^;^RE^;18;^TOTALES^;13.5;10.5;0.0;^.^;922
^000^;^RE^;19;^Usuario^;0.0;0.0;0.0;^.^;923
^000^;^RE^;20;^Totales de Subtotales^;1.0;12.0;0.0;^.^;924
^000^;^RE^;21;^Imprimir Recibo Propio^;1.0;1.0;0.0;^.^;925
^000^;^RE^;22;^Dimensiones XY^;19.5;14.0;0.0;^.^;926
^000^;^RE^;23;^Usuario^;0.0;0.0;0.0;^.^;927
^000^;^RE^;6;^Cantidad en Numero^;16.0;1.8999999999999999;9.0;^X^;928
^000^;^TA^;1;^RUC^;5.0;1.8;0.0;^.^;929
^000^;^TA^;2;^RAZON SOCIAL^;5.0;2.2000000000000002;0.0;^.^;930
^000^;^TA^;4;^NUM REG DEP^;12.0;5.5999999999999996;0.0;^.^;931
^000^;^TA^;5;^INGRESOS LIQUIDOS^;12.0;6.0;0.0;^.^;932
^000^;^TA^;6;^APORTE IESS^;12.0;6.4000000000000004;0.0;^.^;933
^000^;^TA^;7;^BASE IMPONIBLE^;12.0;6.7999999999999998;0.0;^.^;934
^000^;^TA^;8;^VALOR RETENIDO^;12.0;7.2000000000000002;0.0;^.^;935
^000^;^TA^;9;^DETALLE BASE IMPONIBLE^;14.5;9.3000000000000007;0.0;^.^;936
^000^;^TA^;10;^DETALLE RETENCION^;16.5;9.3000000000000007;0.0;^.^;937
^000^;^TA^;11;^NUMERO REGIS OR^;15.0;21.300000000000001;0.0;^.^;938
^000^;^TA^;12;^DETALLE CODIGO^;1.01;9.3000000000000007;0.0;^.^;939
^000^;^TA^;13;^DETALLE TIPO^;13.5;9.3000000000000007;0.0;^.^;940
^000^;^TA^;3;^ANO^;5.0999999999999996;0.0;7.0;^X^;941
^998^;^P01^;1;^Cheque No^;0.0;0.0;0.0;^.^;942
^998^;^P01^;2;^Paguese a:^;2.0;1.3999999999999999;0.0;^.^;943
^998^;^P01^;3;^La Cantidad de:^;12.5;1.3999999999999999;0.0;^.^;944
^998^;^P01^;4;^La Suma de:^;0.0;0.0;0.0;^.^;945
^998^;^P01^;5;^Ancho letras Cheque^;13.0;0.90000000000000002;0.0;^.^;946
^998^;^P01^;6;^Fecha del Cheque^;1.5;3.7000000000000002;0.0;^.^;947
^998^;^P01^;7;^Sin Saltos de Pagina^;1.0;0.90000000000000002;0.0;^.^;948
^998^;^P01^;8;^Alto del Cheque^;0.0;7.4000000000000004;0.0;^.^;949
^998^;^P01^;9;^La Suma de (En Numero)^;2.0;2.2999999999999998;0.0;^.^;950
^998^;^P01^;10;^Ciudad^;0.5;3.3999999999999999;0.0;^.^;951
^998^;^P02^;1;^Cheque No^;0.0;0.0;0.0;^.^;952
^998^;^P02^;2;^Paguese a:^;2.0;1.5;0.0;^.^;953
^998^;^P02^;3;^La Cantidad de:^;12.5;1.5;0.0;^.^;954
^998^;^P02^;4;^La Suma de:^;0.0;0.0;0.0;^.^;955
^998^;^P02^;5;^Ancho letras Cheque^;13.0;1.0;0.0;^.^;956
^998^;^P02^;6;^Fecha del Cheque^;1.5;3.7999999999999998;0.0;^.^;957
^998^;^P02^;7;^Sin Saltos de Pagina^;1.0;1.0;0.0;^.^;958
^998^;^P02^;8;^Alto del Cheque^;0.0;7.5;0.0;^.^;959
^998^;^P02^;9;^La Suma de (En Numero)^;2.0;2.3999999999999999;0.0;^.^;960
^998^;^P02^;10;^Ciudad^;0.5;3.3999999999999999;0.0;^.^;961
^998^;^P03^;1;^Cheque No^;0.0;0.0;0.0;^.^;962
^998^;^P03^;2;^Paguese a:^;2.0;1.5;0.0;^.^;963
^998^;^P03^;3;^La Cantidad de:^;12.5;1.5;0.0;^.^;964
^998^;^P03^;4;^La Suma de:^;2.0;2.3999999999999999;0.0;^.^;965
^998^;^P03^;5;^Ancho letras Cheque^;13.0;1.0;0.0;^.^;966
^998^;^P03^;6;^Fecha del Cheque^;1.5;3.7999999999999998;0.0;^.^;967
^998^;^P03^;7;^Sin Saltos de Pagina^;1.0;1.0;0.0;^.^;968
^998^;^P03^;8;^Alto del Cheque^;0.0;7.5;0.0;^.^;969
^998^;^P03^;9;^La Suma de (En Numero)^;2.0;2.3999999999999999;0.0;^.^;970
^998^;^P03^;10;^Ciudad^;0.5;3.3999999999999999;0.0;^.^;971
^998^;^P04^;1;^Cheque No^;0.0;0.0;0.0;^.^;972
^998^;^P04^;2;^Paguese a:^;2.0;1.5;0.0;^.^;973
^998^;^P04^;3;^La Cantidad de:^;12.5;1.5;0.0;^.^;974
^998^;^P04^;4;^La Suma de:^;2.0;2.3999999999999999;0.0;^.^;975
^998^;^P04^;5;^Ancho letras Cheque^;13.0;1.0;0.0;^.^;976
^998^;^P04^;6;^Fecha del Cheque^;1.5;3.7999999999999998;0.0;^.^;977
^998^;^P04^;7;^Sin Saltos de Pagina^;1.0;1.0;0.0;^.^;978
^998^;^P04^;8;^Alto del Cheque^;0.0;7.5;0.0;^.^;979
^998^;^P04^;9;^La Suma de (En Numero)^;2.0;2.3999999999999999;0.0;^.^;980
^998^;^P04^;10;^Ciudad^;0.5;3.3999999999999999;0.0;^.^;981
^998^;^P05^;1;^Cheque No^;0.0;0.0;0.0;^.^;982
^998^;^P05^;2;^Paguese a:^;2.0;1.5;0.0;^.^;983
^998^;^P05^;3;^La Cantidad de:^;12.5;1.5;0.0;^.^;984
^998^;^P05^;4;^La Suma de:^;2.0;2.3999999999999999;0.0;^.^;985
