Item;Formulario;Pos;Codigo;Valor;Formula;Detalle;PosX;PosY;X;ID
^000^;^104^;34;^607^;^.^;^.^;^IMPORTACIONES GRAVADAS CON TARIFA 12% (EXCLUYE ACT. FIJOS)^;15.4;15.13;^.^;438
^000^;^101^;112;^608^;^.^;^.^;^UTILIDAD EN VENTA DE ACTIVOS FIJOS^;22.0;7.1999998;^.^;439
^000^;^104^;35;^609^;^.^;^.^;^IMPORTACIONES DE ACTIVOS FIJOS GRAVADAS CON TARIFA 12%^;15.4;15.53;^.^;440
^000^;^102^;84;^611^;^.^;^.^;^LIBRE EJERCICIO DE PROFESION U OCUPACION LIBERAL^;14.0;25.0;^.^;441
^000^;^104^;36;^611^;^.^;^.^;^[]DEVOLUCIONES DE BIENES MEDIANTE LA RECEPCION DE NOTAS DE CREDITO^;15.4;15.93;^X^;442
^000^;^104^;36;^611^;^.^;^.^;^()DEVOLUCIONES DE BIENES MEDIANTE LA RECEPCION DE NOTAS DE CREDITO^;15.4;15.93;^.^;443
^000^;^102^;85;^612^;^.^;^.^;^SALARIOS Y OTROS INGRESOS LIQUIDOS DEL TRABAJO EN RELACION DE DEPENDENCIA^;14.0;25.4;^.^;444
^000^;^104^;37;^613^;^.^;^.^;^IVA SOBRE EL VALOR DE DEPRECIACION DE ACTIVOS INTERNACION TEMPORAL^;15.4;16.43;^.^;445
^000^;^104^;38;^615^;^.^;^.^;^IVA EN LEASING INTERNACIONAL^;15.4;16.83;^.^;446
^000^;^104^;39;^617^;^.^;^.^;^COMPRAS LOCALES DE BIENE Y SERVICIOSGRAVDOS CON TARIFA CERO^;15.4;17.23;^.^;447
^000^;^104^;40;^619^;^.^;^.^;^IMPORTACIONES GRAVADAS CON TARIFA CERO^;15.4;17.629999;^.^;448
^000^;^102^;86;^621^;^.^;^.^;^NINGUNO^;17.9;25.0;^.^;449
^000^;^102^;87;^622^;^.^;^.^;^NINGUNO^;17.9;25.4;^.^;450
^000^;^102^;88;^631^;^.^;^.^;^NINGUNO^;22.0;25.0;^.^;451
^000^;^102^;89;^632^;^.^;^.^;^NINGUNO^;22.0;25.4;^.^;452
^000^;^104^;41;^651^;^.^;^.^;^NINGUNO^;21.5;13.83;^.^;453
^000^;^104^;42;^653^;^.^;^.^;^NINGUNO^;21.5;14.23;^.^;454
^000^;^104^;43;^655^;^.^;^.^;^NINGUNO^;21.5;14.73;^.^;455
^000^;^104^;44;^657^;^.^;^.^;^NINGUNO^;21.5;15.13;^.^;456
^000^;^104^;45;^659^;^.^;^.^;^NINGUNO^;21.5;15.53;^.^;457
^000^;^104^;46;^661^;^.^;^.^;^NINGUNO^;21.5;16.030001;^.^;458
^000^;^104^;47;^663^;^.^;^.^;^NINGUNO^;21.5;16.43;^.^;459
^000^;^104^;48;^665^;^.^;^.^;^NINGUNO^;21.5;16.83;^.^;460
^000^;^104^;49;^699^;^.^;^.^;^(651+653+655+657+659661+663+665)*301^;21.5;18.030001;^.^;461
^000^;^101^;113;^699^;^.^;^.^;^TOTAL INGRESOS^;22.0;7.5999999;^.^;462
^000^;^102^;90;^699^;^.^;^.^;^SUBTOTAL 631+632^;22.0;25.799999;^.^;463
^000^;^104^;49;^699^;^.^;^.^;^(651+653+655+657+659661+663+665)*301^;21.5;18.030001;^.^;464
^000^;^104^;49;^699^;^.^;^.^;^[651+653+655+657+659661+663+665]*301^;21.5;18.030001;^X^;465
^000^;^104^;49;^699^;^.^;^.^;^(651+653+655+657+659661+663+665)*301^;21.5;18.030001;^.^;466
^000^;^104^;49;^699^;^.^;^.^;^[651+653+655+657+659661+663+665]*301^;21.5;18.030001;^X^;467
^000^;^104^;49;^699^;^.^;^.^;^(651+653+655+657+659661+663+665)*301^;21.5;18.030001;^.^;468
^000^;^104^;49;^699^;^.^;^.^;^[651+653+655+657+659661+663+665]*301^;21.5;18.030001;^X^;469
^000^;^104^;49;^699^;^.^;^.^;^(651+653+655+657+659661+663+665)*301^;21.5;18.030001;^.^;470
^000^;^104^;49;^699^;^.^;^.^;^[651+653+655+657+659661+663+665]*301^;21.5;18.030001;^X^;471
^000^;^104^;49;^699^;^.^;^.^;^(651+653+655+657+659661+663+665)*301^;21.5;18.030001;^.^;472
^000^;^104^;49;^699^;^.^;^.^;^[651+653+655+657+659661+663+665]*301^;21.5;18.030001;^X^;473
^000^;^104^;49;^699^;^.^;^.^;^[651+653+655+657+659661+663+665]*301^;21.5;18.030001;^X^;474
^000^;^104^;49;^699^;^.^;^.^;^[651+653+655+657+659661+663+665]*301^;21.5;18.030001;^X^;475
^000^;^104^;49;^699^;^.^;^.^;^[651+653+655+657+659661+663+665]*301^;21.5;18.030001;^X^;476
^000^;^104^;49;^699^;^.^;^.^;^[651+653+655+657+659661+663+665]*301^;21.5;18.030001;^X^;477
^000^;^104^;49;^699^;^.^;^.^;^[651+653+655+657+659661+663+665]*301^;21.5;18.030001;^X^;478
^000^;^104^;49;^699^;^.^;^.^;^[651+653+655+657+659661+663+665]*301^;21.5;18.030001;^X^;479
^000^;^104^;49;^699^;^.^;^.^;^[651+653+655+657+659661+663+665]*301^;21.5;18.030001;^X^;480
^000^;^104^;49;^699^;^.^;^.^;^[651+653+655+657+659661+663+665]*301^;21.5;18.030001;^X^;481
^000^;^104^;49;^699^;^.^;^.^;^[651+653+655+657+659661+663+665]*301^;21.5;18.030001;^X^;482
^000^;^104^;49;^699^;^.^;^.^;^[651+653+655+657+659661+663+665]*301^;21.5;18.030001;^X^;483
^000^;^104^;49;^699^;^.^;^.^;^[651+653+655+657+659661+663+665]*301^;21.5;18.030001;^X^;484
^000^;^104^;49;^699^;^.^;^.^;^[651+653+655+657+659661+663+665]*301^;21.5;18.030001;^X^;485
^000^;^104^;49;^699^;^.^;^.^;^[651+653+655+657+659661+663+665]*301^;21.5;18.030001;^X^;486
^000^;^104^;49;^699^;^.^;^.^;^[651+653+655+657+659661+663+665]*301^;21.5;18.030001;^X^;487
^000^;^104^;49;^699^;^.^;^.^;^[651+653+655+657+659661+663+665]*301^;21.5;18.030001;^X^;488
^000^;^104^;49;^699^;^.^;^.^;^[651+653+655+657+659661+663+665]*301^;21.5;18.030001;^X^;489
^000^;^104^;49;^699^;^.^;^.^;^[651+653+655+657+659661+663+665]*301^;21.5;18.030001;^X^;490
^000^;^104^;49;^699^;^.^;^.^;^[651+653+655+657+659661+663+665]*301^;21.5;18.030001;^X^;491
^000^;^104^;49;^699^;^.^;^.^;^[651+653+655+657+659661+663+665]*301^;21.5;18.030001;^X^;492
^000^;^104^;49;^699^;^.^;^.^;^(651+653+655+657+659661+663+665)*301^;21.5;18.030001;^.^;493
^000^;^104^;49;^699^;^.^;^.^;^(651+653+655+657+659661+663+665)*301^;21.5;18.030001;^.^;494
^000^;^104^;49;^699^;^.^;^.^;^[651+653+655+657+659661+663+665]*301^;21.5;18.030001;^X^;495
^000^;^104^;49;^699^;^.^;^.^;^(651+653+655+657+659661+663+665)*301^;21.5;18.030001;^.^;496
^000^;^104^;49;^699^;^.^;^.^;^[651+653+655+657+659661+663+665]*301^;21.5;18.030001;^X^;497
^000^;^104^;49;^699^;^.^;^.^;^(651+653+655+657+659661+663+665)*301^;21.5;18.030001;^.^;498
^000^;^104^;49;^699^;^.^;^.^;^[651+653+655+657+659661+663+665]*301^;21.5;18.030001;^X^;499
^000^;^102^;91;^701^;^.^;^.^;^PREMIOS DE LOTERIA RIFAS APUESTAS^;10.0;28.4;^.^;500
^000^;^104^;50;^701^;^.^;^.^;^IMPUESTO RESULTANTE DEL MES  599699^;21.5;18.83;^.^;501
^000^;^104^;50;^701^;^.^;^.^;^IMPUESTO RESULTANTE DEL MES 599699^;21.5;18.83;^.^;502
^000^;^102^;92;^702^;^.^;^.^;^HERENCIAS LEGADOS Y DONACIONES^;10.0;28.799999;^.^;503
^000^;^102^;93;^703^;^.^;^.^;^DIVIDENDOS PERCIBIDOS DE SOCIEDADES^;10.0;29.200001;^.^;504
^000^;^104^;51;^703^;^.^;^.^;^()SALDO DEL CREDITO TRIBUTARIO MES ANTERIOR TRASLADAR EL CAMPO 399^;21.5;19.33;^.^;505
^000^;^104^;51;^703^;^.^;^.^;^[]SALDO DEL CREDITO TRIBUTARIO MES ANTERIOR TRASLADAR EL CAMPO 399^;21.5;19.33;^X^;506
^000^;^102^;94;^704^;^.^;^.^;^PENSIONES JUBILARES^;10.0;29.700001;^.^;507
^000^;^102^;95;^705^;^.^;^.^;^OTROS INGRESOS EXENTOS^;10.0;30.1;^.^;508
^000^;^104^;52;^705^;^.^;^.^;^()RETENCIONES EN LA FUENTE DE IVA QUE LE HAN SIDO EFECTUADAS^;21.5;19.73;^.^;509
^000^;^104^;52;^705^;^.^;^.^;^[]RETENCIONES EN LA FUENTE DE IVA QUE LE HAN SIDO EFECTUADAS^;21.5;19.73;^X^;510
^000^;^101^;114;^711^;^.^;^.^;^INVENTARIO INICIAL DE BIENES NO PRODUCIDOS POR LA SOCIEDAD^;22.0;8.8000002;^.^;511
^000^;^102^;96;^711^;^.^;^.^;^NINGUNO^;15.0;28.4;^.^;512
^000^;^101^;115;^712^;^.^;^.^;^COMPRAS NETAS LOCALES DE BIENES NO PRODUCIDOS POR LA SOCIEDAD^;22.0;9.1999998;^.^;513
^000^;^102^;97;^712^;^.^;^.^;^NINGUNO^;15.0;28.799999;^.^;514
^000^;^101^;116;^713^;^.^;^.^;^IMPORTACIONES DE BIENES NO PRODUCIDOS POR LA SOCIEDAD^;22.0;9.6000004;^.^;515
^000^;^101^;117;^714^;^.^;^.^;^() INVENTARIO FINAL DE BIENES NO PRODUCIDOS POR LA SOCIEDAD^;22.0;10.0;^.^;516
^000^;^101^;117;^714^;^.^;^.^;^[] INVENTARIO FINAL DE BIENES NO PRODUCIDOS POR LA SOCIEDAD^;22.0;10.0;^X^;517
^000^;^101^;118;^715^;^.^;^.^;^INVENTARIO INICIAL DE MATERIA PRIMA^;22.0;10.4;^.^;518
^000^;^101^;119;^716^;^.^;^.^;^COMPRAS NETAS LOCALES DE MATERIA PRIMA^;22.0;10.8;^.^;519
^000^;^101^;120;^717^;^.^;^.^;^IMPORTACIONES DE MATERIA PRIMA^;22.0;11.2;^.^;520
^000^;^101^;121;^718^;^.^;^.^;^() INVENTARIO FINAL DE MATERIA PRIMA^;22.0;11.6;^.^;521
^000^;^101^;121;^718^;^.^;^.^;^[] INVENTARIO FINAL DE MATERIA PRIMA^;22.0;11.6;^X^;522
^000^;^101^;122;^719^;^.^;^.^;^SUELDOS Y SALARIOS^;22.0;12.0;^.^;523
^000^;^101^;123;^720^;^.^;^.^;^BENEFICIOS SOCIALES E INDEMNIZACIONES^;22.0;12.4;^.^;524
^000^;^101^;124;^721^;^.^;^.^;^HONORARIOS A PERSONAS NATURALES^;22.0;12.8;^.^;525
^000^;^102^;98;^721^;^.^;^.^;^NINGUNO^;18.5;28.4;^.^;526
^000^;^101^;125;^722^;^.^;^.^;^HONORARIOS A EXTRANJEROS POR SERVICIOS OCASIONALES^;22.0;13.5;^.^;527
^000^;^102^;99;^722^;^.^;^.^;^NINGUNO^;18.5;28.799999;^.^;528
^000^;^101^;126;^723^;^.^;^.^;^PAGOS EFECTUADOS TERCERIZADORAS^;22.0;13.9;^.^;529
^000^;^101^;127;^724^;^.^;^.^;^GASTO PROVISIÓN PARA JUBILACIÓN PATRONAL^;22.0;14.3;^.^;530
^000^;^101^;127;^724^;^.^;^.^;^GASTO PROVISION PARA JUBILACION PATRONAL^;22.0;14.3;^X^;531
^000^;^101^;127;^724^;^.^;^.^;^GASTO PROVISIËN PARA JUBILACIËN PATRONAL^;22.0;14.3;^X^;532
^000^;^101^;128;^725^;^.^;^.^;^OTROS GASTOS DE FABRICACIÓN^;22.0;14.7;^.^;533
^000^;^101^;128;^725^;^.^;^.^;^OTROS GASTOS DE FABRICACION^;22.0;14.7;^X^;534
^000^;^101^;128;^725^;^.^;^.^;^OTROS GASTOS DE FABRICACIËN^;22.0;14.7;^X^;535
^000^;^101^;129;^726^;^.^;^.^;^DEPRECIACION DE ACTIVOS FIJOS^;22.0;15.1;^.^;536
^000^;^101^;130;^727^;^.^;^.^;^DEPRECIACION ACELERADA DE VEHÑICULOS EQUIPOS DE TRANSPORTE Y EQUIPO CAMINERO MOVIL^;22.0;15.5;^.^;537
^000^;^101^;130;^727^;^.^;^.^;^DEPRECIACION ACELERADA DE VEHNICULOS EQUIPOS DE TRANSPORTE Y EQUIPO CAMINERO MOVIL^;22.0;15.5;^X^;538
^000^;^101^;130;^727^;^.^;^.^;^DEPRECIACION ACELERADA DE VEHÐICULOS EQUIPOS DE TRANSPORTE Y EQUIPO CAMINERO MOVIL^;22.0;15.5;^X^;539
^000^;^101^;131;^728^;^.^;^.^;^SUMINISTROS Y MATERIALES^;22.0;15.9;^.^;540
^000^;^101^;132;^729^;^.^;^.^;^SEGUROS Y REASEGUROS DE INV MAQUIN. EQUIP. Y EDIF. (primas y cesiones)^;22.0;16.299999;^.^;541
^000^;^101^;132;^729^;^.^;^.^;^SEGUROS Y REASEGUROS DE INV MAQUIN. EQUIP. Y EDIF. [primas y cesiones]^;22.0;16.299999;^X^;542
^000^;^101^;133;^730^;^.^;^.^;^MANTENIMIENTO Y REPARACIONES^;22.0;16.700001;^.^;543
^000^;^101^;134;^731^;^.^;^.^;^AGUA ENERGIA LUZ Y TELECOMUNICACIONES^;22.0;17.200001;^.^;544
^000^;^101^;135;^732^;^.^;^.^;^MANO DE OBRA INDIRECTA SUELDOS Y SALARIOS^;22.0;17.700001;^.^;545
^000^;^101^;136;^733^;^.^;^.^;^MANO DE OBRA INDIRECTA BENEFICIOS SOCIALES E INDEMNIZACIONES^;22.0;18.1;^.^;546
^000^;^101^;137;^734^;^.^;^.^;^MANO DE OBRA INDIRECTA HONORARIOS A PERSONAS NATURALES^;22.0;18.5;^.^;547
^000^;^101^;138;^735^;^.^;^.^;^MANO DE OBRA INDIRECTA HONORARIOS A EXTRANJEROS POR SERVICIOS OCASIONALES^;22.0;18.9;^.^;548
^000^;^101^;139;^736^;^.^;^.^;^MANO DE OBRA INDIRECTA PAGOS EFECTUADOS TERCERIZADORAS^;22.0;19.299999;^.^;549
^000^;^101^;140;^737^;^.^;^.^;^MANO DE OBRA INDIRECTA GASTO PROVISION PARA JUBILACION PATRONAL^;22.0;19.700001;^.^;550
^000^;^101^;141;^738^;^.^;^.^;^COMBUSTIBLES Y LUBRICANTES^;22.0;20.1;^.^;551
^000^;^101^;142;^739^;^.^;^.^;^ARRENDAMIENTO MERCANTIL (Local)^;22.0;20.5;^.^;552
^000^;^101^;142;^739^;^.^;^.^;^ARRENDAMIENTO MERCANTIL [Local]^;22.0;20.5;^X^;553
^000^;^101^;143;^740^;^.^;^.^;^ARRENDAMIENTO MERCANTIL (Exterior)^;22.0;20.9;^.^;554
^000^;^101^;143;^740^;^.^;^.^;^ARRENDAMIENTO MERCANTIL [Exterior]^;22.0;20.9;^X^;555
^000^;^101^;144;^741^;^.^;^.^;^ARRENDAMIENTO DE BIENES INMUEBLES PROPIEDAD DE PERSONAS NATURALES^;22.0;21.299999;^.^;556
^000^;^101^;145;^742^;^.^;^.^;^ARRENDAMIENTO DE BIENES INMUEBLES PROPIEDAD DE SOCIEDADES^;22.0;21.700001;^.^;557
^000^;^101^;146;^743^;^.^;^.^;^INVENTARIO INICIAL DE PRODUCTOS EN PROCESO^;22.0;22.1;^.^;558
^000^;^101^;147;^744^;^.^;^.^;^() INVENTARIO FINAL DE PRODUCTOS EN PROCESO^;22.0;22.5;^.^;559
^000^;^101^;147;^744^;^.^;^.^;^[] INVENTARIO FINAL DE PRODUCTOS EN PROCESO^;22.0;22.5;^X^;560
^000^;^101^;148;^745^;^.^;^.^;^INVENTARIO INICIAL PRODUCTOS TERMINADOS^;22.0;22.9;^.^;561
^000^;^101^;149;^746^;^.^;^.^;^() INVENTARIO FINAL PRODUCTOS TERMINADOS^;22.0;23.299999;^.^;562
^000^;^101^;149;^746^;^.^;^.^;^[] INVENTARIO FINAL PRODUCTOS TERMINADOS^;22.0;23.299999;^X^;563
^000^;^101^;150;^747^;^.^;^.^;^BAJA DE INVENTARIOS^;22.0;23.700001;^.^;564
^000^;^101^;151;^748^;^.^;^.^;^OTROS CASTOS^;22.0;24.1;^.^;565
^000^;^101^;152;^749^;^.^;^.^;^TOTAL COSTO DE VENTAS^;22.0;24.5;^.^;566
^000^;^101^;153;^750^;^.^;^.^;^SUELDOS SALARIOS^;22.0;25.299999;^.^;567
^000^;^101^;154;^751^;^.^;^.^;^PAGOS EFECTUADOS TERCERIZADORAS^;22.0;25.700001;^.^;568
^000^;^101^;155;^752^;^.^;^.^;^BENEFICIOS SOCIALES E INDEMNIZACIONES^;22.0;26.1;^.^;569
^000^;^101^;156;^753^;^.^;^.^;^GASTO PROVISIÓN PARA JUBILACION PATRONAL^;22.0;26.5;^.^;570
^000^;^101^;156;^753^;^.^;^.^;^GASTO PROVISION PARA JUBILACION PATRONAL^;22.0;26.5;^X^;571
^000^;^101^;156;^753^;^.^;^.^;^GASTO PROVISIËN PARA JUBILACION PATRONAL^;22.0;26.5;^X^;572
^000^;^101^;157;^754^;^.^;^.^;^HONORARIOS A PERSONAS NATURALES^;22.0;26.9;^.^;573
^000^;^101^;158;^755^;^.^;^.^;^HONORARIOS A EXTRANJEROS POR SERVICIOS OCASIONALES^;22.0;27.299999;^.^;574
^000^;^101^;159;^756^;^.^;^.^;^ARRENDAMIENTO MERCANTIL (Local)^;22.0;27.700001;^.^;575
^000^;^101^;159;^756^;^.^;^.^;^ARRENDAMIENTO MERCANTIL [Local]^;22.0;27.700001;^X^;576
^000^;^101^;160;^757^;^.^;^.^;^ARRENDAMIENTO MERCANTIL (Exterior)^;22.0;28.299999;^.^;577
^000^;^101^;160;^757^;^.^;^.^;^ARRENDAMIENTO MERCANTIL [Exterior]^;22.0;28.299999;^X^;578
^000^;^101^;161;^758^;^.^;^.^;^ARRENDAMIENTO DE BIENES INMUEBLES PROPIEDAD DE PERSONAS NATURALES^;22.0;28.700001;^.^;579
^000^;^101^;162;^759^;^.^;^.^;^ARRENDAMIENTO DE BIENES INMUEBLES PROPIEDAD DE SOCIEDADES^;22.0;29.1;^.^;580
^000^;^101^;163;^760^;^.^;^.^;^COMISIONES EN VENTAS^;22.0;29.5;^.^;581
^000^;^101^;164;^761^;^.^;^.^;^PROMOCIÓN Y PUBLICIDAD^;22.0;29.9;^.^;582
^000^;^101^;164;^761^;^.^;^.^;^PROMOCION Y PUBLICIDAD^;22.0;29.9;^X^;583
^000^;^101^;164;^761^;^.^;^.^;^PROMOCIËN Y PUBLICIDAD^;22.0;29.9;^X^;584
^000^;^101^;165;^762^;^.^;^.^;^COMBUSTIBLES Y LUBRICANTES^;22.0;30.299999;^.^;585
^000^;^101^;166;^763^;^.^;^.^;^SEGUROS Y REASEGUROS (primas y ocasiones)^;22.0;30.700001;^.^;586
^000^;^101^;166;^763^;^.^;^.^;^SEGUROS Y REASEGUROS [primas y ocasiones]^;22.0;30.700001;^X^;587
^000^;^101^;167;^764^;^.^;^.^;^SUMINISTROS Y MLATERIALES^;22.0;31.1;^.^;588
^000^;^101^;168;^765^;^.^;^.^;^GASTOS DE GESTIÓN^;21.4;31.5;^.^;589
^000^;^101^;168;^765^;^.^;^.^;^GASTOS DE GESTION^;21.4;31.5;^X^;590
^000^;^101^;168;^765^;^.^;^.^;^GASTOS DE GESTIËN^;21.4;31.5;^X^;591
^000^;^101^;169;^766^;^.^;^.^;^GASTOS DE VIAJE^;21.4;31.9;^.^;592
^000^;^101^;170;^767^;^.^;^.^;^AGUA ENERGÍA LUZ Y TELECOMUNIACIONES^;21.4;32.299999;^.^;593
^000^;^101^;170;^767^;^.^;^.^;^AGUA ENERGIA LUZ Y TELECOMUNIACIONES^;21.4;32.299999;^X^;594
^000^;^101^;170;^767^;^.^;^.^;^AGUA ENERG-A LUZ Y TELECOMUNIACIONES^;21.4;32.299999;^X^;595
^000^;^101^;171;^768^;^.^;^.^;^NOTARIOS Y REGISTRADORES DE LA PROPIEDAD O MERCANTILES^;21.4;32.700001;^.^;596
^000^;^101^;172;^769^;^.^;^.^;^IMPUESTOS CONTRIBUCIONES Y OTROS^;21.4;33.099998;^.^;597
^000^;^101^;173;^770^;^.^;^.^;^DEPRECIACIÓN DE ACTIVOS FIJOS^;21.4;33.5;^.^;598
^000^;^101^;173;^770^;^.^;^.^;^DEPRECIACION DE ACTIVOS FIJOS^;21.4;33.5;^X^;599
^000^;^101^;173;^770^;^.^;^.^;^DEPRECIACIËN DE ACTIVOS FIJOS^;21.4;33.5;^X^;600
^000^;^101^;174;^771^;^.^;^.^;^DEPRECIACIÓN ACELERADA DE VEHÍCULOS EQUIPOS DE TRANSPORTE Y EQUIPO CAMINERO MÓVIL^;21.4;33.900002;^.^;601
^000^;^101^;174;^771^;^.^;^.^;^DEPRECIACION ACELERADA DE VEHICULOS EQUIPOS DE TRANSPORTE Y EQUIPO CAMINERO MOVIL^;21.4;33.900002;^X^;602
^000^;^101^;174;^771^;^.^;^.^;^DEPRECIACIËN ACELERADA DE VEH-CULOS EQUIPOS DE TRANSPORTE Y EQUIPO CAMINERO MËVIL^;21.4;33.900002;^X^;603
^000^;^101^;175;^772^;^.^;^.^;^AMORTIZACIONES (INVERSIONES INTANGIBLES)^;21.4;34.299999;^.^;604
^000^;^101^;175;^772^;^.^;^.^;^AMORTIZACIONES [INVERSIONES INTANGIBLES]^;21.4;34.299999;^X^;605
^000^;^101^;176;^773^;^.^;^.^;^PROVISIÓN CUENTAS INCOBRABLES^;21.4;34.700001;^.^;606
^000^;^101^;176;^773^;^.^;^.^;^PROVISION CUENTAS INCOBRABLES^;21.4;34.700001;^X^;607
^000^;^101^;176;^773^;^.^;^.^;^PROVISIËN CUENTAS INCOBRABLES^;21.4;34.700001;^X^;608
^000^;^101^;177;^774^;^.^;^.^;^AMORTIZACIONES POR DIFERENCIAS DE CAMBIO^;21.4;35.099998;^.^;609
^000^;^101^;178;^775^;^.^;^.^;^INTERESES Y COMISIONES LOCALES^;21.4;35.5;^.^;610
^000^;^101^;179;^776^;^.^;^.^;^INTERESES Y COMISIONES EL EXTERIOR^;21.4;35.900002;^.^;611
^000^;^101^;180;^777^;^.^;^.^;^GASTO PROVISIONES DEDUCIBLES^;21.4;36.299999;^.^;612
^000^;^101^;181;^778^;^.^;^.^;^OTROS GASTOS DE ADMINISTRACIÓN Y VENTAS^;21.4;36.700001;^.^;613
^000^;^101^;181;^778^;^.^;^.^;^OTROS GASTOS DE ADMINISTRACION Y VENTAS^;21.4;36.700001;^X^;614
^000^;^101^;181;^778^;^.^;^.^;^OTROS GASTOS DE ADMINISTRACIËN Y VENTAS^;21.4;36.700001;^X^;615
^000^;^101^;182;^779^;^.^;^.^;^TOTAL GASTOS DE ADMINISTRACIÓN VENTAS^;21.4;37.099998;^.^;616
^000^;^101^;182;^779^;^.^;^.^;^TOTAL GASTOS DE ADMINISTRACION VENTAS^;21.4;37.099998;^X^;617
^000^;^101^;182;^779^;^.^;^.^;^TOTAL GASTOS DE ADMINISTRACIËN VENTAS^;21.4;37.099998;^X^;618
^000^;^101^;183;^781^;^.^;^.^;^PERDIDA EN VENTA DE ACTIVOS^;21.4;37.900002;^.^;619
^000^;^101^;184;^782^;^.^;^.^;^OTROS GASTOS NO OPERACIONALES^;21.4;38.299999;^.^;620
^000^;^101^;185;^789^;^.^;^.^;^TOTAL GASTOS NO OPERACIONALES^;21.4;38.700001;^.^;621
^000^;^101^;186;^797^;^.^;^.^;^UTILIDAD DEL EJERCICIO^;21.4;39.099998;^.^;622
^000^;^102^;100;^797^;^.^;^.^;^INGRESOS POR REGALIAS^;22.0;26.700001;^.^;623
^000^;^101^;187;^798^;^.^;^.^;^PERDIDA DEL EJERCICIO^;21.4;39.5;^.^;624
^000^;^102^;101;^798^;^.^;^.^;^OTROS INGRESOS GRAVADOS^;22.0;27.1;^.^;625
^000^;^104^;53;^798^;^.^;^.^;^(=)SALDO DE CREDITO TRIBUTARIO PARA EL PROXIMO MES 701703705<=0^;21.5;20.129999;^.^;626
^000^;^104^;53;^798^;^.^;^.^;^[=]SALDO DE CREDITO TRIBUTARIO PARA EL PROXIMO MES 701703705<=0^;21.5;20.129999;^X^;627
^000^;^101^;188;^799^;^.^;^=749+779+789^;^TOTAL COSTOS Y GASTOS^;21.4;39.900002;^.^;628
^000^;^102^;102;^799^;^.^;^.^;^RENDIMIENTOS FINANCIEROS^;22.0;27.5;^.^;629
^000^;^104^;54;^799^;^.^;^.^;^(=)SUBTOTAL A PAGAR 701703705>=0^;21.5;20.530001;^.^;630
^000^;^104^;54;^799^;^.^;^.^;^[=]SUBTOTAL A PAGAR 701703705>=0^;21.5;20.530001;^X^;631
^000^;^101^;189;^801^;^.^;^=797^;^UTILIDAD DEL EJERCICIO^;21.4;40.700001;^.^;632
^000^;^102^;103;^801^;^.^;^.^;^ANTICIPO PROXIMO AÑO^;22.0;30.5;^.^;633
^000^;^104^;55;^801^;^.^;^.^;^IVA CAUSADO POR LA COMPRA DE BIENES^;15.4;21.43;^.^;634
^000^;^102^;103;^801^;^.^;^.^;^ANTICIPO PROXIMO ANO^;22.0;30.5;^X^;635
^000^;^102^;103;^801^;^.^;^.^;^ANTICIPO PROXIMO AÐO^;22.0;30.5;^X^;636
^000^;^101^;190;^802^;^.^;^=798^;^PERDIDA DEL EJERCICIO^;21.4;41.099998;^.^;637
^000^;^102^;104;^802^;^.^;^.^;^REBAJA ESPECIAL DE DISCAPACITADOS Y TERCERA EDAD^;22.0;31.299999;^.^;638
^000^;^101^;191;^803^;^.^;^.^;^() 15% PARTICIPACIÓN TRABAJADORES^;21.4;41.5;^.^;639
^000^;^102^;105;^803^;^.^;^.^;^BASE IMPONIBLE 399+499+599+699+798+799802^;22.0;31.700001;^.^;640
^000^;^104^;56;^803^;^.^;^.^;^BIENES^;15.4;21.83;^.^;641
^000^;^101^;191;^803^;^.^;^.^;^[] 15% PARTICIPACION TRABAJADORES^;21.4;41.5;^X^;642
^000^;^101^;191;^803^;^.^;^.^;^[] 15% PARTICIPACIÓN TRABAJADORES^;21.4;41.5;^X^;643
^000^;^101^;191;^803^;^.^;^.^;^[] 15% PARTICIPACIÓN TRABAJADORES^;21.4;41.5;^X^;644
^000^;^101^;191;^803^;^.^;^.^;^[] 15% PARTICIPACIËN TRABAJADORES^;21.4;41.5;^X^;645
^000^;^101^;192;^804^;^.^;^=604^;^() 100% DIVIDENDOS PERDIBIDOS EXENTOS^;21.4;41.900002;^.^;646
^000^;^102^;106;^804^;^.^;^.^;^IMPUESTO A LA RENTA CAUSADO^;22.0;32.099998;^.^;647
^000^;^101^;192;^804^;^.^;^=604^;^[] 100% DIVIDENDOS PERDIBIDOS EXENTOS^;21.4;41.900002;^X^;648
^000^;^101^;193;^805^;^.^;^=605^;^() 100% OTRAS RENTAS EXENTAS^;21.4;42.299999;^.^;649
^000^;^102^;107;^805^;^.^;^.^;^() ANTICIPO PAGADO^;22.0;32.5;^.^;650
^000^;^104^;57;^805^;^.^;^.^;^SERVICIOS^;15.4;22.33;^.^;651
^000^;^102^;107;^805^;^.^;^.^;^[] ANTICIPO PAGADO^;22.0;32.5;^X^;652
^000^;^101^;193;^805^;^.^;^=605^;^[] 100% OTRAS RENTAS EXENTAS^;21.4;42.299999;^X^;653
^000^;^101^;194;^806^;^.^;^.^;^(+) GASTOS NO DEDUCIBLES EN EL PAIS^;21.4;42.700001;^.^;654
^000^;^102^;108;^806^;^.^;^.^;^()RETENCIONES EN LA FUENTE^;22.0;33.0;^.^;655
^000^;^101^;194;^806^;^.^;^.^;^[+] GASTOS NO DEDUCIBLES EN EL PAIS^;21.4;42.700001;^X^;656
