Codigo;Concepto;Porcentaje;Ingresar_Porcentaje;Fecha_Inicio;Fecha_Final;T;Tipo_Pago;ID
^314C^;^Regalias por concepto de franquicias de acuerdo a Ley de Propiedad Intelectual - pago a sociedades^;8.0;^N^;^Mar  1 2015 12:00AM^;^Mar 31 2020 12:00AM^;^S^;^L^;342
^314D^;^Canones derechos de autor marcas patentes y similares de acuerdo a Ley de Propiedad Intelectual – pago a sociedades^;8.0;^N^;^Mar  1 2015 12:00AM^;^Mar 31 2020 12:00AM^;^S^;^L^;343
^319^;^Cuotas de arrendamiento mercantil inclusive la de opcion de compra^;1.0;^N^;^Mar  1 2015 12:00AM^;^Mar 31 2020 12:00AM^;^S^;^L^;344
^320^;^Por arrendamiento bienes inmuebles^;8.0;^N^;^Mar  1 2015 12:00AM^;^Mar 31 2020 12:00AM^;^S^;^L^;345
^322^;^Seguros y reaseguros [primas y cesiones]^;1.0;^N^;^Mar  1 2015 12:00AM^;^Mar 31 2020 12:00AM^;^S^;^L^;346
^323^;^Por rendimientos financieros pagados a naturales y sociedades [No a IFIs]^;2.0;^N^;^Mar  1 2015 12:00AM^;^Mar 31 2020 12:00AM^;^S^;^L^;347
^323_M^;^Por RF: Inversiones en titulos valores en renta fija gravados^;2.0;^N^;^Mar  1 2015 12:00AM^;^Mar 31 2020 12:00AM^;^S^;^L^;348
^323_N^;^Por RF: Inversiones en titulos valores en renta fija exentos^;0.0;^N^;^Mar  1 2015 12:00AM^;^Mar 31 2020 12:00AM^;^S^;^L^;349
^323_O^;^Por RF: Intereses pagados a bancos y otras entidades sometidas al control de la Superintendencia de Bancos y de la Economia Popular y Solidaria^;0.0;^N^;^Mar  1 2015 12:00AM^;^Mar 31 2020 12:00AM^;^S^;^L^;350
^323_P^;^Por RF: Intereses pagados por entidades del sector publico a favor de sujetos pasivos^;2.0;^N^;^Mar  1 2015 12:00AM^;^Mar 31 2020 12:00AM^;^S^;^L^;351
^323A^;^Por RF: depositos Cta. Corriente^;2.0;^N^;^Mar  1 2015 12:00AM^;^Mar 31 2020 12:00AM^;^S^;^L^;352
^323B1^;^Por RF: depositos Cta. Ahorros Sociedades^;2.0;^N^;^Mar  1 2015 12:00AM^;^Mar 31 2020 12:00AM^;^S^;^L^;353
^323E^;^Por RF: deposito a plazo fijo gravados^;2.0;^N^;^Mar  1 2015 12:00AM^;^Mar 31 2020 12:00AM^;^S^;^L^;354
^323E2^;^Por RF: deposito a plazo fijo exentos^;0.0;^N^;^Mar  1 2015 12:00AM^;^Mar 31 2020 12:00AM^;^S^;^L^;355
^323F^;^Por rendimientos financieros: operaciones de reporto - repos^;2.0;^N^;^Mar  1 2015 12:00AM^;^Mar 31 2020 12:00AM^;^S^;^L^;356
^323G^;^Por RF: inversiones [captaciones] rendimientos distintos de aquellos pagados a IFIs^;2.0;^N^;^Mar  1 2015 12:00AM^;^Mar 31 2020 12:00AM^;^S^;^L^;357
^323H^;^Por RF: obligaciones^;2.0;^N^;^Mar  1 2015 12:00AM^;^Mar 31 2020 12:00AM^;^S^;^L^;358
^323I^;^Por RF: bonos convertible en acciones^;2.0;^N^;^Mar  1 2015 12:00AM^;^Mar 31 2020 12:00AM^;^S^;^L^;359
^323Q^;^Por RF: Otros intereses y rendimientos financieros gravados^;2.0;^N^;^Mar  1 2015 12:00AM^;^Mar 31 2020 12:00AM^;^S^;^L^;360
^323R^;^Por RF: Otros intereses y rendimientos financieros exentos^;0.0;^N^;^Mar  1 2015 12:00AM^;^Mar 31 2020 12:00AM^;^S^;^L^;361
^324A^;^Por RF: Intereses en operaciones de credito entre instituciones del sistema financiero y entidades economia popular y solidaria^;1.0;^N^;^Mar  1 2015 12:00AM^;^Mar 31 2020 12:00AM^;^S^;^L^;362
^324B^;^Por RF: Por inversiones entre instituciones del sistema financiero y entidades economia popular y solidaria^;1.0;^N^;^Mar  1 2015 12:00AM^;^Mar 31 2020 12:00AM^;^S^;^L^;363
^325^;^Anticipo dividendos^;22.0;^N^;^Mar  1 2015 12:00AM^;^Mar 31 2020 12:00AM^;^S^;^L^;364
^325A^;^Dividendos anticipados prestamos accionistas beneficiarios o partìcipes^;22.0;^N^;^Mar  1 2015 12:00AM^;^Mar 31 2020 12:00AM^;^S^;^L^;365
^326^;^Dividendos distribuidos que correspondan al impuesto a la renta unico establecido en el art. 27 de la lrti [hasta el 100%]^;100.0;^S^;^Mar  1 2015 12:00AM^;^Mar 31 2020 12:00AM^;^S^;^L^;366
^327^;^Dividendos distribuidos a personas naturales residentes [1% al 13%]^;13.0;^S^;^Mar  1 2015 12:00AM^;^Mar 31 2020 12:00AM^;^S^;^L^;367
^328^;^Dividendos distribuidos a sociedades residentes [hasta el 100%]^;100.0;^S^;^Mar  1 2015 12:00AM^;^Mar 31 2020 12:00AM^;^S^;^L^;368
^329^;^dividendos distribuidos a fideicomisos residentes [hasta el 100%]^;100.0;^S^;^Mar  1 2015 12:00AM^;^Mar 31 2020 12:00AM^;^S^;^L^;369
^330^;^Dividendos gravados distribuidos en acciones [reinversion de utilidades sin derecho a reduccion tarifa IR]^;0.0;^N^;^Mar  1 2015 12:00AM^;^Mar 31 2020 12:00AM^;^S^;^L^;370
^331^;^Dividendos exentos distribuidos en acciones [reinversion de utilidades con derecho a reduccion tarifa IR]^;0.0;^N^;^Mar  1 2015 12:00AM^;^Mar 31 2020 12:00AM^;^S^;^L^;371
^332^;^Otras compras de bienes y servicios no sujetas a retencion^;0.0;^N^;^Mar  1 2015 12:00AM^;^Mar 31 2020 12:00AM^;^S^;^L^;372
^332A^;^Por la enajenacion ocasional de acciones o participaciones y titulos valores^;0.0;^N^;^Mar  1 2015 12:00AM^;^Mar 31 2020 12:00AM^;^S^;^L^;373
^332B^;^Compra de bienes inmuebles^;0.0;^N^;^Mar  1 2015 12:00AM^;^Mar 31 2020 12:00AM^;^S^;^L^;374
^332C^;^Transporte publico de pasajeros^;0.0;^N^;^Mar  1 2015 12:00AM^;^Mar 31 2020 12:00AM^;^S^;^L^;375
^332D^;^Pagos en el pais por transporte de pasajeros o transporte internacional de carga a companias nacionales o extranjeras de aviacion o maritimas^;0.0;^N^;^Mar  1 2015 12:00AM^;^Mar 31 2020 12:00AM^;^S^;^L^;376
^332E^;^Valores entregados por las cooperativas de transporte a sus socios^;0.0;^N^;^Mar  1 2015 12:00AM^;^Mar 31 2020 12:00AM^;^S^;^L^;377
^332F^;^Compraventa de divisas distintas al dolar de los Estados Unidos de America^;0.0;^N^;^Mar  1 2015 12:00AM^;^Mar 31 2020 12:00AM^;^S^;^L^;378
^332G^;^Pagos con tarjeta de credito^;0.0;^N^;^Mar  1 2015 12:00AM^;^Mar 31 2020 12:00AM^;^S^;^L^;379
^332H^;^Pago al exterior tarjeta de credito reportada por la Emisora de tarjeta de credito solo recap^;0.0;^N^;^Mar  1 2015 12:00AM^;^Mar 31 2020 12:00AM^;^S^;^L^;380
^332I^;^Pago a traves de convenio de debito [Clientes IFIS]^;0.0;^N^;^Mar  1 2015 12:00AM^;^Mar 31 2020 12:00AM^;^S^;^L^;381
^333^;^Enajenacion de derechos representativos de capital y otros derechos cotizados en bolsa ecuatoriana^;0.2;^N^;^Mar  1 2015 12:00AM^;^Mar 31 2020 12:00AM^;^S^;^L^;382
^334^;^Enajenacion de derechos representativos de capital y otros derechos no cotizados en bolsa ecuatoriana^;1.0;^N^;^Mar  1 2015 12:00AM^;^Mar 31 2020 12:00AM^;^S^;^L^;383
^335^;^Por loterias rifas apuestas y similares^;15.0;^N^;^Mar  1 2015 12:00AM^;^Mar 31 2020 12:00AM^;^S^;^L^;384
^336^;^Por venta de combustibles a comercializadoras [2/mil]^;2.0;^N^;^Mar  1 2015 12:00AM^;^Mar 31 2020 12:00AM^;^S^;^L^;385
^337^;^Por venta de combustibles a distribuidores [3/mil]^;2.0;^N^;^Mar  1 2015 12:00AM^;^Mar 31 2020 12:00AM^;^S^;^L^;386
^338^;^Compra local de banano a productor [1% -2%]^;2.0;^S^;^Mar  1 2015 12:00AM^;^Mar 31 2020 12:00AM^;^S^;^L^;387
^339^;^Liquidacion impuesto unico a la venta local de banano de produccion propia [hasta el 100%]^;100.0;^S^;^Mar  1 2015 12:00AM^;^Mar 31 2020 12:00AM^;^S^;^L^;388
^340^;^Impuesto unico a la exportacion de banano de produccion propia - componente 1 [1% -2%]^;2.0;^S^;^Mar  1 2015 12:00AM^;^Mar 31 2020 12:00AM^;^S^;^L^;389
^341^;^Impuesto unico a la exportacion de banano de produccion propia - componente 2 [125% - 2%]^;2.0;^S^;^Mar  1 2015 12:00AM^;^Mar 31 2020 12:00AM^;^S^;^L^;390
^342^;^Impuesto unico a la exportacion de banano producido por terceros [05%-2%]^;2.0;^S^;^Mar  1 2015 12:00AM^;^Mar 31 2020 12:00AM^;^S^;^L^;391
^343^;^Otras Retenciones Aplicables el 1%^;1.0;^N^;^Mar  1 2015 12:00AM^;^Mar 31 2020 12:00AM^;^S^;^L^;392
^343A^;^Por energia electrica^;1.0;^S^;^Mar  1 2015 12:00AM^;^Mar 31 2020 12:00AM^;^S^;^L^;393
^343B^;^Por actividades de construccion de obra material inmueble urbanizacion lotizacion o actividades similares^;1.0;^N^;^Mar  1 2015 12:00AM^;^Mar 31 2020 12:00AM^;^S^;^L^;394
^344^;^Otras retenciones aplicables el 2%^;2.0;^N^;^Mar  1 2015 12:00AM^;^Mar 31 2020 12:00AM^;^S^;^L^;395
^344A^;^Pago local tarjeta de credito reportada por la Emisora de tarjeta de credito solo recap^;2.0;^N^;^Mar  1 2015 12:00AM^;^Mar 31 2020 12:00AM^;^S^;^L^;396
^346A^;^Ganancias de capital [entre 0 y 10]^;10.0;^S^;^Mar  1 2015 12:00AM^;^Mar 31 2020 12:00AM^;^S^;^L^;397
^500^;^Pago al exterior - Rentas Inmobiliarias [entre 0 y 22]^;22.0;^S^;^Mar  1 2015 12:00AM^;^Mar 31 2020 12:00AM^;^S^;^E^;398
^501^;^Pago al exterior - Beneficios Empresariales [entre 0 y 22]^;22.0;^S^;^Mar  1 2015 12:00AM^;^Mar 31 2020 12:00AM^;^S^;^E^;399
^501A^;^Pago a no residentes - Servicios tecnicos administrativos o de consultoria y regalia^;35.0;^S^;^Mar  1 2015 12:00AM^;^Mar 31 2020 12:00AM^;^S^;^E^;400
^502^;^Pago al exterior - Servicios Empresariales [entre 0 y 22]^;22.0;^S^;^Mar  1 2015 12:00AM^;^Mar 31 2020 12:00AM^;^S^;^E^;401
^503^;^Pago al exterior - Navegacion Maritima y/o aerea [entre 0 y 22]^;22.0;^S^;^Mar  1 2015 12:00AM^;^Mar 31 2020 12:00AM^;^S^;^E^;402
^504^;^Pago al exterior- Dividendos distribuidos a personas naturales^;0.0;^N^;^Mar  1 2015 12:00AM^;^Mar 31 2020 12:00AM^;^S^;^E^;403
^504A^;^Pago al exterior - Dividendos a sociedades [hasta el 100%]^;100.0;^S^;^Mar  1 2015 12:00AM^;^Mar 31 2020 12:00AM^;^S^;^E^;404
^504B^;^Pago al exterior - Anticipo dividendos^;22.0;^N^;^Mar  1 2015 12:00AM^;^Mar 31 2020 12:00AM^;^S^;^E^;405
^504C^;^Pago al exterior - Dividendos anticipados prestamos accionistas beneficiarios o partìcipes [entre 0 y 22]^;22.0;^S^;^Mar  1 2015 12:00AM^;^Mar 31 2020 12:00AM^;^S^;^E^;406
^504D^;^Pago al exterior - Dividendos a fideicomisos [hasta el 100%]^;100.0;^S^;^Mar  1 2015 12:00AM^;^Mar 31 2020 12:00AM^;^S^;^E^;407
^504E^;^Pago al exterior- Dividendos distribuidos a personas naturales [paraisos fiscales]^;0.0;^N^;^Mar  1 2015 12:00AM^;^Mar 31 2020 12:00AM^;^S^;^E^;408
^504F^;^Pago al exterior - Dividendos a sociedades [paraisos fiscales]^;13.0;^N^;^Mar  1 2015 12:00AM^;^Mar 31 2020 12:00AM^;^S^;^E^;409
^504G^;^Pago al exterior - Anticipo dividendos [paraisos fiscales]^;25.0;^N^;^Mar  1 2015 12:00AM^;^Mar 31 2020 12:00AM^;^S^;^E^;410
^504H^;^Pago al exterior - Dividendos a fideicomisos [paraisos fiscales]^;13.0;^N^;^Mar  1 2015 12:00AM^;^Mar 31 2020 12:00AM^;^S^;^E^;411
^505^;^Pago al exterior - Rendimientos financieros [entre 0 y 22]^;22.0;^S^;^Mar  1 2015 12:00AM^;^Mar 31 2020 12:00AM^;^S^;^E^;412
^505A^;^Pago al exterior – Intereses de creditos de Instituciones Financieras del exterior [entre 0 y 22]^;22.0;^S^;^Mar  1 2015 12:00AM^;^Mar 31 2020 12:00AM^;^S^;^E^;413
^505B^;^Pago al exterior – Intereses de creditos de gobierno a gobierno [entre 0 y 22]^;22.0;^S^;^Mar  1 2015 12:00AM^;^Mar 31 2020 12:00AM^;^S^;^E^;414
^505C^;^Pago al exterior – Intereses de creditos de organismos multilaterales [entre 0 y 22]^;22.0;^S^;^Mar  1 2015 12:00AM^;^Mar 31 2020 12:00AM^;^S^;^E^;415
^505D^;^Pago al exterior - Intereses por financiamiento de proveedores externos [entre 0 y 22]^;22.0;^S^;^Mar  1 2015 12:00AM^;^Mar 31 2020 12:00AM^;^S^;^E^;416
^505E^;^Pago al exterior - Intereses de otros creditos externos [entre 0 y 22]^;22.0;^S^;^Mar  1 2015 12:00AM^;^Mar 31 2020 12:00AM^;^S^;^E^;417
^505F^;^Pago al exterior - Otros Intereses y Rendimientos Financieros [entre 0 y 22]^;22.0;^S^;^Mar  1 2015 12:00AM^;^Mar 31 2020 12:00AM^;^S^;^E^;418
^509^;^Pago al exterior - Canones derechos de autor marcas patentes y similares [entre 0 y 22]^;22.0;^S^;^Mar  1 2015 12:00AM^;^Mar 31 2020 12:00AM^;^S^;^E^;419
^509A^;^Pago al exterior - Regalias por concepto de franquicias [entre 0 y 22]^;22.0;^S^;^Mar  1 2015 12:00AM^;^Mar 31 2020 12:00AM^;^S^;^E^;420
^510^;^Pago al exterior - Ganancias de capital [entre 0 y 22]^;22.0;^S^;^Mar  1 2015 12:00AM^;^Mar 31 2020 12:00AM^;^S^;^E^;421
^511^;^Pago al exterior - Servicios profesionales independientes [entre 0 y 22]^;22.0;^S^;^Mar  1 2015 12:00AM^;^Mar 31 2020 12:00AM^;^S^;^E^;422
^512^;^Pago al exterior - Servicios profesionales dependientes [entre 0 y 22]^;22.0;^S^;^Mar  1 2015 12:00AM^;^Mar 31 2020 12:00AM^;^S^;^E^;423
^513^;^Pago al exterior - Artistas [entre 0 y 22]^;22.0;^S^;^Mar  1 2015 12:00AM^;^Mar 31 2020 12:00AM^;^S^;^E^;424
^513A^;^Pago al exterior - Deportistas [entre 0 y 22]^;22.0;^S^;^Mar  1 2015 12:00AM^;^Mar 31 2020 12:00AM^;^S^;^E^;425
^514^;^Pago al exterior - Participacion de consejeros [entre 0 y 22]^;22.0;^S^;^Mar  1 2015 12:00AM^;^Mar 31 2020 12:00AM^;^S^;^E^;426
^515^;^Pago al exterior - Entretenimiento Publico [entre 0 y 22]^;22.0;^S^;^Mar  1 2015 12:00AM^;^Mar 31 2020 12:00AM^;^S^;^E^;427
^516^;^Pago al exterior - Pensiones [entre 0 y 22]^;22.0;^S^;^Mar  1 2015 12:00AM^;^Mar 31 2020 12:00AM^;^S^;^E^;428
^517^;^Pago al exterior - Reembolso de Gastos [entre 0 y 22]^;22.0;^S^;^Mar  1 2015 12:00AM^;^Mar 31 2020 12:00AM^;^S^;^E^;429
^518^;^Pago al exterior - Funciones Publicas [entre 0 y 22]^;22.0;^S^;^Mar  1 2015 12:00AM^;^Mar 31 2020 12:00AM^;^S^;^E^;430
^519^;^Pago al exterior - Estudiantes [entre 0 y 22]^;22.0;^S^;^Mar  1 2015 12:00AM^;^Mar 31 2020 12:00AM^;^S^;^E^;431
^520^;^Pago al exterior - Otros conceptos de ingresos gravados [entre 0 y 22]^;22.0;^S^;^Mar  1 2015 12:00AM^;^Mar 31 2020 12:00AM^;^S^;^E^;432
^520A^;^Pago al exterior - Pago a proveedores de servicios hoteleros y turisticos en el exterior [entre 0 y 22]^;22.0;^S^;^Mar  1 2015 12:00AM^;^Mar 31 2020 12:00AM^;^S^;^E^;433
^520B^;^Pago al exterior - Arrendamientos mercantil internacional [entre 0 y 22]^;22.0;^S^;^Mar  1 2015 12:00AM^;^Mar 31 2020 12:00AM^;^S^;^E^;434
^520D^;^Pago al exterior - Comisiones por exportaciones y por promocion de turismo receptivo [entre 0 y 22]^;22.0;^S^;^Mar  1 2015 12:00AM^;^Mar 31 2020 12:00AM^;^S^;^E^;435
^520E^;^Pago al exterior - Por las empresas de transporte maritimo o aereo y por empresas pesqueras de alta mar por su actividad. [entre 0 y 22]^;22.0;^S^;^Mar  1 2015 12:00AM^;^Mar 31 2020 12:00AM^;^S^;^E^;436
^520F^;^Pago al exterior - Por las agencias internacionales de prensa [entre 0 y 22]^;22.0;^S^;^Mar  1 2015 12:00AM^;^Mar 31 2020 12:00AM^;^S^;^E^;437
^520G^;^Pago al exterior - Contratos de fletamento de naves para empresas de transporte aereo o maritimo internacional [entre 0 y 22]^;22.0;^S^;^Mar  1 2015 12:00AM^;^Mar 31 2020 12:00AM^;^S^;^E^;438
^521^;^Pago al exterior - Enajenacion de derechos representativos de capital y otros derechos^;5.0;^N^;^Mar  1 2015 12:00AM^;^Mar 31 2020 12:00AM^;^S^;^E^;439
^522A^;^Pago al exterior - Servicios tecnicos administrativos o de consultoria y regalias con convenio de doble tributacion [hasta el 100%]^;100.0;^S^;^Mar  1 2015 12:00AM^;^Mar 31 2020 12:00AM^;^S^;^E^;440
^522B^;^Pago al exterior - Servicios tecnicos administrativos o de consultoria y regalias sin convenio de doble tributacion^;22.0;^N^;^Mar  1 2015 12:00AM^;^Mar 31 2020 12:00AM^;^S^;^E^;441
^522C^;^Pago al exterior - Servicios tecnicos administrativos o de consultoria y regalias en paraisos fiscales^;35.0;^N^;^Mar  1 2015 12:00AM^;^Mar 31 2020 12:00AM^;^S^;^E^;442
^523A^;^Pago al exterior - Seguros y reaseguros [primas y cesiones] con convenio de doble tributacion [hasta el 100%]^;100.0;^S^;^Mar  1 2015 12:00AM^;^Mar 31 2020 12:00AM^;^S^;^E^;443
^523B^;^Pago al exterior - Seguros y reaseguros [primas y cesiones] sin convenio de doble tributacion^;22.0;^N^;^Mar  1 2015 12:00AM^;^Mar 31 2020 12:00AM^;^S^;^E^;444
^523C^;^Pago al exterior - Seguros y reaseguros [primas y cesiones] en paraisos fiscales^;35.0;^N^;^Mar  1 2015 12:00AM^;^Mar 31 2020 12:00AM^;^S^;^E^;445
^524^;^Pago al exterior - Otros pagos al exterior no sujetos a retencion^;0.0;^N^;^Mar  1 2015 12:00AM^;^Mar 31 2020 12:00AM^;^S^;^E^;446
^303^;^Honorarios profesionales y demas pagos por servicios relacionados con el titulo profesional^;10.0;^N^;^Apr  1 2020 12:00AM^;^Feb 29 2024 12:00AM^;^S^;^L^;447
^304^;^Servicios predomina el intelecto no relacionados con el titulo profesional^;8.0;^N^;^Apr  1 2020 12:00AM^;^Feb 29 2024 12:00AM^;^S^;^L^;448
^304A^;^Comisiones y demas pagos por servicios predomina intelecto no relacionados con el titulo profesional^;8.0;^N^;^Apr  1 2020 12:00AM^;^Feb 29 2024 12:00AM^;^S^;^L^;449
^304B^;^Pagos a notarios y registradores de la propiedad y mercantil por sus actividades ejercidas como tales^;8.0;^N^;^Apr  1 2020 12:00AM^;^Feb 29 2024 12:00AM^;^S^;^L^;450
^304C^;^Pagos a deportistas entrenadores arbitros miembros del cuerpo tecnico por sus actividades ejercidas como tales^;8.0;^N^;^Apr  1 2020 12:00AM^;^Feb 29 2024 12:00AM^;^S^;^L^;451
^304D^;^Pagos a artistas por sus actividades ejercidas como tales^;8.0;^N^;^Apr  1 2020 12:00AM^;^Feb 29 2024 12:00AM^;^S^;^L^;452
^304E^;^Honorarios y demas pagos por servicios de docencia^;8.0;^N^;^Apr  1 2020 12:00AM^;^Feb 29 2024 12:00AM^;^S^;^L^;453
^307^;^Servicios predomina la mano de obra^;2.0;^N^;^Apr  1 2020 12:00AM^;^Feb 29 2024 12:00AM^;^S^;^L^;454
^308^;^Utilizacion o aprovechamiento de la imagen o renombre^;10.0;^N^;^Apr  1 2020 12:00AM^;^Feb 29 2024 12:00AM^;^S^;^L^;455
^309^;^Servicios prestados por medios de comunicacion y agencias de publicidad^;1.75;^N^;^Apr  1 2020 12:00AM^;^Feb 29 2024 12:00AM^;^S^;^L^;456
^310^;^Servicio de transporte privado de pasajeros o transporte publico o privado de carga^;1.0;^N^;^Apr  1 2020 12:00AM^;^Feb 29 2024 12:00AM^;^S^;^L^;457
^311^;^Pagos a traves de liquidacion de compra [nivel cultural o rusticidad]^;2.0;^N^;^Apr  1 2020 12:00AM^;^Feb 29 2024 12:00AM^;^S^;^L^;458
^312^;^Transferencia de bienes muebles de naturaleza corporal^;1.75;^N^;^Apr  1 2020 12:00AM^;^Feb 29 2024 12:00AM^;^S^;^L^;459
^312A^;^Compra de bienes de origen agricola avicola pecuario apicola cunicula bioacuatico forestal y carnes en estado natural^;1.0;^N^;^Apr  1 2020 12:00AM^;^Feb 29 2024 12:00AM^;^S^;^L^;460
^312B^;^Impuesto a la Renta unico para la actividad de produccion y cultivo de palma aceitera^;1.0;^N^;^Apr  1 2020 12:00AM^;^Feb 29 2024 12:00AM^;^S^;^L^;461
^314A^;^Regalias por concepto de franquicias de acuerdo a Ley de Propiedad Intelectual - pago a personas naturales^;8.0;^N^;^Apr  1 2020 12:00AM^;^Feb 29 2024 12:00AM^;^S^;^L^;462
^314B^;^Canones derechos de autor marcas patentes y similares de acuerdo a Ley de Propiedad Intelectual – pago a personas naturales^;8.0;^N^;^Apr  1 2020 12:00AM^;^Feb 29 2024 12:00AM^;^S^;^L^;463
^314C^;^Regalias por concepto de franquicias de acuerdo a Ley de Propiedad Intelectual - pago a sociedades^;8.0;^N^;^Apr  1 2020 12:00AM^;^Feb 29 2024 12:00AM^;^S^;^L^;464
^314D^;^Canones derechos de autor marcas patentes y similares de acuerdo a Ley de Propiedad Intelectual – pago a sociedades^;8.0;^N^;^Apr  1 2020 12:00AM^;^Feb 29 2024 12:00AM^;^S^;^L^;465
^319^;^Cuotas de arrendamiento mercantil [prestado por sociedades] inclusive la de opcion de compra^;1.75;^N^;^Apr  1 2020 12:00AM^;^Feb 29 2024 12:00AM^;^S^;^L^;466
^320^;^Arrendamiento bienes inmuebles^;8.0;^N^;^Apr  1 2020 12:00AM^;^Feb 29 2024 12:00AM^;^S^;^L^;467
^322^;^Seguros y reaseguros [primas y cesiones]^;1.75;^N^;^Apr  1 2020 12:00AM^;^Feb 29 2024 12:00AM^;^S^;^L^;468
^323^;^Rendimientos financieros pagados a naturales y sociedades [No a IFIs]^;2.0;^N^;^Apr  1 2020 12:00AM^;^Feb 29 2024 12:00AM^;^S^;^L^;469
^323A^;^Rendimientos financieros depositos Cta. Corriente^;2.0;^N^;^Apr  1 2020 12:00AM^;^Feb 29 2024 12:00AM^;^S^;^L^;470
^323B1^;^Rendimientos financieros depositos Cta. Ahorros Sociedades^;2.0;^N^;^Apr  1 2020 12:00AM^;^Feb 29 2024 12:00AM^;^S^;^L^;471
^323E^;^Rendimientos financieros deposito a plazo fijo gravados^;2.0;^N^;^Apr  1 2020 12:00AM^;^Feb 29 2024 12:00AM^;^S^;^L^;472
^323E2^;^Rendimientos financieros deposito a plazo fijo exentos^;0.0;^N^;^Apr  1 2020 12:00AM^;^Feb 29 2024 12:00AM^;^S^;^L^;473
^323F^;^Rendimientos financieros operaciones de reporto - repos^;2.0;^N^;^Apr  1 2020 12:00AM^;^Feb 29 2024 12:00AM^;^S^;^L^;474
^323G^;^Inversiones [captaciones] rendimientos distintos de aquellos pagados a IFIs^;2.0;^N^;^Apr  1 2020 12:00AM^;^Feb 29 2024 12:00AM^;^S^;^.^;475
^323H^;^Rendimientos financieros obligaciones^;2.0;^N^;^Apr  1 2020 12:00AM^;^Feb 29 2024 12:00AM^;^S^;^.^;476
^323I^;^Rendimientos financieros bonos convertible en acciones^;2.0;^N^;^Apr  1 2020 12:00AM^;^Feb 29 2024 12:00AM^;^S^;^.^;477
^323M^;^Rendimientos financieros : Inversiones en titulos valores en renta fija gravados^;2.0;^N^;^Apr  1 2020 12:00AM^;^Feb 29 2024 12:00AM^;^S^;^.^;478
^323N^;^Rendimientos financieros Inversiones en titulos valores en renta fija exentos^;0.0;^N^;^Apr  1 2020 12:00AM^;^Feb 29 2024 12:00AM^;^S^;^.^;479
^323O^;^Intereses y demas rendimientos financieros pagados a bancos y otras entidades sometidas al control de la Superintendencia de Bancos y de la Economia Popular y Solidaria^;0.0;^N^;^Apr  1 2020 12:00AM^;^Feb 29 2024 12:00AM^;^S^;^L^;480
^323P^;^Intereses pagados por entidades del sector publico a favor de sujetos pasivos^;2.0;^N^;^Apr  1 2020 12:00AM^;^Feb 29 2024 12:00AM^;^S^;^.^;481
^323Q^;^Otros intereses y rendimientos financieros gravados^;2.0;^N^;^Apr  1 2020 12:00AM^;^Feb 29 2024 12:00AM^;^S^;^.^;482
^323R^;^Otros intereses y rendimientos financieros exentos^;0.0;^N^;^Apr  1 2020 12:00AM^;^Feb 29 2024 12:00AM^;^S^;^.^;483
^323S^;^Pagos y creditos en cuenta efectuados por el BCE y los depositos centralizados de valores en calidad de intermediarios a instituciones del sistema financiero por cuenta de otras personas naturales y sociedades^;2.0;^N^;^Apr  1 2020 12:00AM^;^Feb 29 2024 12:00AM^;^S^;^.^;484
^323T^;^Rendimientos financieros originados en la deuda publica ecuatoriana^;0.0;^N^;^Apr  1 2020 12:00AM^;^Feb 29 2024 12:00AM^;^S^;^.^;485
^323U^;^Rendimientos financieros originados en titulos valores de obligaciones de 360 dias o mas para el financiamiento de proyectos publicos en asociacion publico-privada^;0.0;^N^;^Apr  1 2020 12:00AM^;^Feb 29 2024 12:00AM^;^S^;^.^;486
^324A^;^Intereses en operaciones de credito entre instituciones del sistema financiero y entidades economia popular y solidaria^;1.0;^N^;^Apr  1 2020 12:00AM^;^Feb 29 2024 12:00AM^;^S^;^.^;487
^324B^;^Inversiones entre instituciones del sistema financiero y entidades economia popular y solidaria^;1.0;^N^;^Apr  1 2020 12:00AM^;^Feb 29 2024 12:00AM^;^S^;^.^;488
^324C^;^Pagos y creditos en cuenta efectuados por el BCE y los depositos centralizados de valores en calidad de intermediarios a instituciones del sistema financiero por cuenta de otras instituciones del sistema financiero^;1.0;^N^;^Apr  1 2020 12:00AM^;^Feb 29 2024 12:00AM^;^S^;^.^;489
^325^;^Anticipo dividendos 22% o 25%^;22.0;^S^;^Apr  1 2020 12:00AM^;^Feb 29 2024 12:00AM^;^S^;^.^;490
^325A^;^Prestamos accionistas beneficiarios o participes residentes o establecidos en el Ecuador 22% o 25%^;22.0;^S^;^Apr  1 2020 12:00AM^;^Feb 29 2024 12:00AM^;^S^;^.^;491
^326^;^Dividendos distribuidos que correspondan al impuesto a la renta unico establecido en el art. 27 de la LRTI^;25.0;^S^;^Apr  1 2020 12:00AM^;^Feb 29 2024 12:00AM^;^S^;^.^;492
^327^;^Dividendos distribuidos a personas naturales residentes^;25.0;^S^;^Apr  1 2020 12:00AM^;^Feb 29 2024 12:00AM^;^S^;^.^;493
^328^;^Dividendos distribuidos a sociedades residentes^;0.0;^N^;^Apr  1 2020 12:00AM^;^Feb 29 2024 12:00AM^;^S^;^.^;494
^329^;^dividendos distribuidos a fideicomisos residentes^;0.0;^N^;^Apr  1 2020 12:00AM^;^Feb 29 2024 12:00AM^;^S^;^.^;495
^331^;^Dividendos en acciones [capitalizacion de utilidades]^;0.0;^N^;^Apr  1 2020 12:00AM^;^Feb 29 2024 12:00AM^;^S^;^.^;496
